id,posttypeid,acceptedanswerid,creationdate,score,viewcount,body,owneruserid,lasteditoruserid,lasteditordisplayname,lasteditdate,lastactivitydate,title,tags,answercount,commentcount,favoritecount,communityowneddate
110,2,,2008-08-01T15:23:33.817,10,,"<p>I will concur with Bernard as to in .net what a mem leak would be.</p>

<p>You could profile your application to see its memory use, and determine that if its managing a lot of memory when it should not be you could say it has a leak.</p>

<p>In managed terms I will put my neck on the line to say it does go away once the process is killed/removed.</p>

<p>Unmanaged code is its own beast and if a leak exists within it, it will follow a standard mem. leak definition.</p>
",36,3393505,,2015-11-30T21:14:09.740,2015-11-30T21:14:09.740,,,,0,,
111,2,,2008-08-01T15:27:23.093,39,,"<p>I have been using the 64Bit version of TortoiseSVN for ages and I have never had issues with it on Windows 64Bit or Vista 64Bit. I am currently not aware of any other similiar SVN clients that do work on Vista. Is it possible the problem could lie within the configuration of TortoiseSVN or even the installation of Vista? Is the problem occurring on Vista native or SP 1?</p>
",146270,,,,2008-08-01T15:27:23.093,,,,2,,
112,2,,2008-08-01T15:28:12.543,110,,"<p>The best explanation I've seen is in Chapter 7 of the free <a href=""http://codebetter.com/karlseguin/2008/06/25/foundations-of-programming-ebook/"" rel=""nofollow noreferrer"">Foundations of Programming e-book</a>.</p>

<p>Basically, in <strong>.NET</strong> a memory leak occurs when referenced objects are rooted and thus cannot be garbage collected. This occurs accidentally when you hold on to references beyond the intended scope.</p>

<p>You'll know that you have leaks when you start getting OutOfMemoryExceptions or your memory usage goes up beyond what you'd expect (<strong>PerfMon</strong> has nice memory counters). </p>

<p>Understanding <strong>.NET</strong>'s memory model is your best way of avoiding it. Specifically, understanding how the garbage collector works and how references work — again, I refer you to chapter 7 of the e-book. Also, be mindful of common pitfalls, probably the most common being events. If object <strong>A</strong> is registered to an event on object <strong>B</strong>, then object <strong>A</strong> will stick around until object <strong>B</strong> disappears because <strong>B</strong> holds a reference to <strong>A</strong>. The solution is to unregister your events when you're done. </p>

<p>Of course, a good memory profile will let you see your object graphs and explore the nesting/referencing of your objects to see where references are coming from and what root object is responsible (<a href=""http://www.red-gate.com/products/ants_memory_profiler/index.htm"" rel=""nofollow noreferrer"">red-gate ants profile</a>, JetBrains dotMemory, <a href=""http://memprofiler.com/"" rel=""nofollow noreferrer"">memprofiler</a> are really good choices, or you can use the text-only <strong>WinDbg</strong> and <strong>SOS</strong>, but I'd strongly recommend a commercial/visual product unless you're a real guru).</p>

<p>I believe unmanaged code is subject to its typical memory leaks, except that shared references are managed by the garbage collector. I could be wrong about this last point.</p>
",34,7232508,GateKiller,2018-05-14T20:34:56.370,2018-05-14T20:34:56.370,,,,6,,
113,2,,2008-08-01T15:32:11.337,9,,"<p>I'll second Diago's answer.  I use TortoiseSVN on Vista x64 pretty heavily.</p>

<p>I did upgrade directly from an older version to 1.5.2 though, and never used 1.5.1.  Have you tried 1.5.2?</p>
",60,,,,2008-08-01T15:32:11.337,,,,1,,
114,2,,2008-08-01T15:32:42.473,11,,"<p>TortoiseSVN in combination with VisualSVN for Visual Studio.</p>
",17,761095,,2013-11-07T16:52:15.250,2013-11-07T16:52:15.250,,,,0,,
116,2,,2008-08-01T15:34:43.873,6,,"<p>I too get explorer crashes in Vista (I'm not in the 64Bit version though). I'm using Vista Super Saijen (or whatever they are calling the most expensive version). I'm not having any bugs with Tortoise.</p>

<p>My explorer does, however, crash about every other day (sometimes multiple times a day if it's having an ""off"" day). I'm not positive it's being caused by TortoiseSVN though. From what I hear, the explorer just crashes a lot in Vista...</p>

<p>Have you tried uninstalling Tortoise and using Windows for a day or two and seeing if it still crashes? Do you restart your computer at least once a day (It seems the longer I go between restarts, the worse the crashes get)?</p>
",58,,,,2008-08-01T15:34:43.873,,,,0,,
120,1,,2008-08-01T15:50:08.537,35,1324,"<p>Does anyone have experience creating <strong>SQL-based ASP.NET</strong> site-map providers?</p>

<p>I have the default XML file <code>web.sitemap</code> working properly with my Menu and <strong>SiteMapPath</strong> controls, but I'll need a way for the users of my site to create and modify pages dynamically.</p>

<p>I need to tie page viewing permissions into the standard <code>ASP.NET</code> membership system as well.</p>
",83,2384186,Leon Bambrick,2017-12-22T18:44:57.273,2017-12-22T18:44:57.273,ASP.NET Site Maps,<sql><asp.net><xml><sitemap>,1,1,2,
123,1,183,2008-08-01T16:08:52.353,101,68520,"<p>Is there an existing application or library in <em>Java</em> which will allow me to convert a <code>CSV</code> data file to <code>XML</code> file?  </p>

<p>The <code>XML</code> tags would be provided through possibly the first row containing column headings.</p>
",78,2553431,Jeff Atwood,2015-10-27T09:34:09.503,2018-07-21T09:48:05.227,Java lib or app to convert CSV to XML file?,<java><xml><csv><data-conversion>,16,10,21,
124,2,,2008-08-01T16:09:47.687,20,,"<p>I wound up using this. It is a kind of a hack, but it actually works pretty well. </p>

<p>The only thing is you have to be very careful with your semicolons. : D</p>

<pre><code>var strSql:String = stream.readUTFBytes(stream.bytesAvailable);      
var i:Number = 0;
var strSqlSplit:Array = strSql.split("";"");
for (i = 0; i &lt; strSqlSplit.length; i++){
    NonQuery(strSqlSplit[i].toString());
}
</code></pre>
",26,8708364,,2018-08-27T01:12:05.427,2018-08-27T01:12:05.427,,,,1,,
126,1,127,2008-08-01T16:10:30.337,86,12274,"<p>What is the ""purist"" or ""correct"" way to access an object's properties from within an object method that is not a getter/setter method?</p>

<p>I know that from outside of the object you should use a getter/setter, but from within would you just do:</p>

<p>Java:</p>

<pre><code>String property = this.property;
</code></pre>

<p>PHP:</p>

<pre><code>$property = $this-&gt;property;
</code></pre>

<p>or would you do:</p>

<p>Java:</p>

<pre><code>String property = this.getProperty();
</code></pre>

<p>PHP:</p>

<pre><code>$property = $this-&gt;getProperty();
</code></pre>

<p>Forgive me if my Java is a little off, it's been a year since I programmed in Java...</p>

<p><strong>EDIT:</strong></p>

<p>It seems people are assuming I am talking about private or protected variables/properties only. When I learned OO I was taught to use getters/setters for every single property even if it was public (and actually I was told never to make any variable/property public). So, I may be starting off from a false assumption from the get go. It appears that people answering this question are maybe saying that you should have public properties and that those don't need getters and setters, which goes against what I was taught, and what I was talking about, although maybe that needs to be discussed as well. That's probably a good topic for a different question though...</p>
",58,202431,Gaius,2010-01-20T08:27:13.130,2018-02-15T11:07:09.470,How would you access Object properties from within an object method?,<java><php><oop><theory>,18,0,5,
127,2,,2008-08-01T16:13:47.600,60,,"<p>This has religious war potential, but it seems to me that if you're using a getter/setter, you should use it internally as well - using both will lead to maintenance problems down the road (e.g. somebody adds code to a setter that <em>needs</em> to run every time that property is set, and the property is being set internally w/o that setter being called).</p>
",35,35,Greg,2008-08-01T16:32:17.110,2008-08-01T16:32:17.110,,,,2,,
128,2,,2008-08-01T16:19:04.283,19,,"<p>It depends on how the property is used. For example, say you have a student object that has a name property. You could use your Get method to pull the name from the database, if it hasn't been retrieved already. This way you are reducing unnecessary calls to the database.</p>

<p>Now let's say you have a private integer counter in your object that counts the number of times the name has been called. You may want to not use the Get method from inside the object because it would produce an invalid count.</p>
",26,,,,2008-08-01T16:19:04.283,,,,2,,
129,1,,2008-08-01T16:22:42.420,83,94336,"<p>I've been banging my head against <code>SQL Server 2005</code> trying to get a lot of data out.  I've been given a database with nearly 300 tables in it and I need to turn this into a MySQL database.  My first call was to use bcp but unfortunately it doesn't produce valid CSV - strings aren't encapsulated, so you can't deal with any row that has a string with a comma in it (or whatever you use as a delimiter) and I would still have to hand write all of the create table statements, as obviously CSV doesn't tell you anything about the data types.</p>

<p>What would be better is if there was some tool that could connect to both SQL Server and MySQL, then do a copy. You lose views, stored procedures, trigger, etc, but it isn't hard to copy a table that only uses base types from one DB to another... is it?</p>

<p>Does anybody know of such a tool?  I don't mind how many assumptions it makes or what simplifications occur, as long as it supports integer, float, datetime and string. I have to do a lot of pruning, normalising, etc. anyway so I don't care about keeping keys, relationships or anything like that, but I need the initial set of data in fast!</p>
",48,4800955,Mark Harrison,2015-10-10T10:25:12.217,2015-10-10T10:25:12.217,How to export data from SQL Server 2005 to MySQL,<mysql><sql-server><csv><sql-server-2005><bcp>,5,5,22,
133,2,,2008-08-01T16:31:43.430,4,,"<p>This may be too basic or limited of a solution, but couldn't you do a <a href=""http://java.sun.com/j2se/7/docs/api/java/lang/String.html#split(java.lang.String)"" rel=""nofollow noreferrer""><code>String.split()</code></a> on each line of the file, remembering the result array of the first line to generate the XML, and just spit each line's array data out with the proper XML elements padding each iteration of a loop?</p>
",59,1102512,,2013-11-26T00:02:16.310,2013-11-26T00:02:16.310,,,,1,,
134,1,206,2008-08-01T16:33:38.183,29,812,"<p>I have a pretty standard table set-up in a current application using the <a href=""https://en.wikipedia.org/wiki/.NET_Framework"" rel=""nofollow noreferrer"">.NET</a> <a href=""https://en.wikipedia.org/wiki/XML_Schema_%28W3C%29"" rel=""nofollow noreferrer"">XSD</a> <code>DataSet</code> and <code>TableAdapter</code> features. My <code>contracts</code> table consists of some standard contract information, with a column for the <code>primary department</code>. This column is a <a href=""https://en.wikipedia.org/wiki/Foreign_key"" rel=""nofollow noreferrer"">foreign key</a> to my <code>Departments</code> table, where I store the basic <code>department name</code>, <code>id</code>, <code>notes</code>. This is all setup and functioning in my <a href=""https://en.wikipedia.org/wiki/Microsoft_SQL_Server"" rel=""nofollow noreferrer"">SQL Server</a>.</p>

<p>When I use the XSD tool, I can drag both tables in at once and it auto detects/creates the foreign key I have between these two tables. This works great when I'm on my main page and am viewing contract data.</p>

<p>However, when I go to my administrative page to modify the department data. I typically do something like this:</p>

<pre><code>Dim dtDepartment As New DepartmentDataTable()
Dim taDepartment As New DepartmentTableAdapter()

taDepartment.Fill(dtDepartment)
</code></pre>

<p>However, at this point an exception is thrown saying to the effect that there is a foreign key reference broken here, I'm guessing since I don't have the <code>Contract</code> <code>DataTable</code> filled.</p>

<p>How can I fix this problem? I know I can simply remove the foreign key from the XSD to make things work fine, but having the additional integrity check there and having the XSD schema match the SQL schema in the database is nice.</p>
",71,6296561,Jim Anderson,2018-06-08T15:40:23.437,2018-06-17T23:21:43.453,XSD DataSets and ignoring foreign keys,<.net><database><xsd>,2,0,,
135,2,,2008-08-01T16:36:42.080,8,,"<p>Rolling your own PHP solution will certainly work though I'm not sure if there is a good way to automatically duplicate the schema from one DB to the other (maybe this was your question).</p>

<p>If you are just copying data, and/or you need custom code anyway to convert between modified schemas between the two DB's, I would recommend using PHP 5.2+ and the PDO libraries.  You'll be able to connect using PDO ODBC (and use MSSQL drivers).  I had a lot of problems getting large text fields and multi-byte characters from MSSQL into PHP using other libraries.</p>
",72,,,,2008-08-01T16:36:42.080,,,,0,,
139,2,,2008-08-01T16:43:30.880,13,,"<blockquote>
  <p>Am I just going overboard here?</p>
</blockquote>

<p>Perhaps ;)</p>

<p>Another approach would be to utilize a private/protected method to actually do the getting (caching/db/etc), and a public wrapper for it that increments the count:</p>

<p>PHP:</p>

<pre><code>public function getName() {
    $this-&gt;incrementNameCalled();
    return $this-&gt;_getName();
}

protected function _getName() {
    return $this-&gt;name;
}
</code></pre>

<p>and then from within the object itself:</p>

<p>PHP:</p>

<pre><code>$name = $this-&gt;_getName();
</code></pre>

<p>This way you can still use that first argument for something else (like sending a flag for whether or not to used cached data here perhaps).</p>
",72,,,,2008-08-01T16:43:30.880,,,,0,,
141,2,,2008-08-01T16:47:54.927,6,,"<p>Another tool to try would be the SQLMaestro suite - <a href=""http://www.sqlmaestro.com"" rel=""noreferrer"">http://www.sqlmaestro.com</a> It is a little tricky nailing down the precise tool, but they have a variety of tools, both free and for purchase that handle a wide variety of tasks for multiple database platforms. I'd suggest trying the Data Wizard tool first for MySQL, since I believe that will have the proper ""import"" tool you need.</p>
",71,,,,2008-08-01T16:47:54.927,,,,0,,
142,2,,2008-08-01T16:56:55.830,6,,"<p>Well, it seems with C# 3.0 properties' default implementation, the decision is taken for you; you HAVE to set the property using the (possibly private) property setter.</p>

<p>I personally only use the private member-behind when not doing so would cause the object to fall in an less than desirable state, such as when initializing or when caching/lazy loading is involved.</p>
",42,,,,2008-08-01T16:56:55.830,,,,0,,
143,2,,2008-08-01T17:01:27.240,5,,"<p>As stated in some of the comments: Sometimes you should, sometimes you shouldn't. The great part about private variables is that you are able to see all the places they are used when you change something. If your getter/setter does something you need, use it. If it doesn't matter you decide.</p>

<p>The opposite case could be made that if you use the getter/setter and somebody changes the getter/setter they have to analyze all the places the getter and setter is used internally to see if it messes something up.</p>
",86,,,,2008-08-01T17:01:27.240,,,,0,,
145,1,,2008-08-01T17:13:08.933,47,3005,"<p>Does anyone know of a good way to compress or decompress files and folders in C# quickly? Handling large files might be necessary.</p>
",87,9752662,kevin d,2018-12-25T14:13:03.880,2018-12-25T14:13:03.880,Compressing / Decompressing Folders & Files,<c#><.net><file><compression><decompression>,9,0,2,2014-04-04T13:02:49.830
146,1,152,2008-08-01T17:14:58.337,73,17033,"<p>I have a website that plays mp3s in a flash player. If a user clicks 'play' the flash player automatically downloads an mp3 and starts playing it. </p>

<p>Is there an easy way to track how many times a particular song clip (or any binary file) has been downloaded?</p>

<hr>

<blockquote>
  <p>Is the play link a link to the actual
  mp3 file or to some javascript code
  that pops up a player?</p>
  
  <p>If the latter, you can easily add your
  own logging code in there to track the
  number of hits to it.</p>
  
  <p>If the former, you'll need something
  that can track the web server log
  itself and make that distinction. My
  hosting plan comes with webalizer,
  which does this nicely.</p>
</blockquote>

<p>It's javascript code, so that answers that. </p>

<p>However, it would be nice to know how to track downloads using the other method (without switching hosts).</p>
",30,3001352,,2016-04-22T05:33:06.060,2018-04-11T12:10:46.337,How do I track file downloads,<php><apache><logging><download><analytics>,8,0,9,
147,2,,2008-08-01T17:23:43.777,34,,"<p>The <em>hook</em> and <em>listener</em> method is the most commonly used, but there are other things you can do.  Depending on the size of your app, and who your going to allow see the code (is this going to be a FOSS script, or something in house) will influence greatly how you want to allow plugins.</p>

<p>kdeloach has a nice example, but his implementation and hook function is a little unsafe.  I would ask for you to give more information of the nature of php app your writing, And how you see plugins fitting in.  </p>

<p>+1 to kdeloach from me.</p>
",146637,,,,2008-08-01T17:23:43.777,,,,0,,
148,2,,2008-08-01T17:24:24.290,7,,"<p>Is the play link a link to the actual mp3 file or to some javascript code that pops up a player? </p>

<p>If the latter, you can easily add your own logging code in there to track the number of hits to it.</p>

<p>If the former, you'll need something that can track the web server log itself and make that distinction. My hosting plan comes with webalizer, which does this nicely.</p>
",71,,,,2008-08-01T17:24:24.290,,,,0,,
149,2,,2008-08-01T17:28:24.253,11,,"<p>As of .Net 1.1 the only available method is reaching into the java libraries.<br>
<a href=""http://msdn.microsoft.com/en-ca/magazine/cc164129.aspx"" rel=""noreferrer"">Using the Zip Classes in the J# Class Libraries to Compress Files and Data with C#</a><br>
Not sure if this has changed in recent versions.</p>
",80,,,,2008-08-01T17:28:24.253,,,,0,,
151,2,,2008-08-01T17:30:56.277,23,,"<p>I've always used the SharpZip Library.</p>

<p><a href=""http://sharpdevelop.net/OpenSource/SharpZipLib/Download.aspx"" rel=""noreferrer"">Here's a link</a></p>
",44,1525840,Jeff Atwood,2012-12-04T20:29:28.010,2012-12-04T20:29:28.010,,,,1,,
152,2,,2008-08-01T17:33:58.750,39,,"<p>The funny thing is I wrote a php media gallery for all my music 2 days ago. I had a similar problem.  I'm using <a href=""http://musicplayer.sourceforge.net/"" rel=""nofollow noreferrer"">http://musicplayer.sourceforge.net/</a> for the player. And the playlist are built via php. All music request go there a script called xfer.php?file=WHATEVER</p>

<pre><code>$filename = base64_url_decode($_REQUEST['file']);
header(""Cache-Control: public"");
header('Content-disposition: attachment; filename='.basename($filename));
header(""Content-Transfer-Encoding: binary"");
header('Content-Length: '. filesize($filename));

//  Put either file counting code here. either a db or static files

//

readfile($filename);  //and spit the user the file


function base64_url_decode($input) {
    return base64_decode(strtr($input, '-_,', '+/='));
}
</code></pre>

<p>And when you call files use something like:</p>

<pre><code>function base64_url_encode($input) {
     return strtr(base64_encode($input), '+/=', '-_,');
}
</code></pre>

<p><a href=""http://us.php.net/manual/en/function.base64-encode.php"" rel=""nofollow noreferrer"">http://us.php.net/manual/en/function.base64-encode.php</a></p>

<p>If you are using some javascript or a flash player (JW player for example) that requires the actual link to be an mp3 file or whatever, you can append the text ""&amp;type=.mp3"" so the final linke becomes something like:
""www.example.com/xfer.php?file=34842ffjfjxfh&amp;type=.mp3"". That way it looks like it ends with an mp3 extension without affecting the file link.</p>
",146637,656132,Grant,2018-04-11T12:10:46.337,2018-04-11T12:10:46.337,,,,6,,
153,2,,2008-08-01T17:42:04.723,13,,"<p>You could even set up an Apache .htaccess directive that converts *.mp3 requests into the querystring dubayou is working with.  It might be an elegant way to keep the direct request and still be able to slipstream log function into the response.</p>
",59,,,,2008-08-01T17:42:04.723,,,,0,,
154,2,,2008-08-01T17:45:06.513,73,,"<p>Well, what is the nature of the flat databases.  Are they large or small.  Is it simple arrays with arrays in them?  if its something simple say userprofiles built as such:</p>

<pre><code>$user = array(""name"" =&gt; ""dubayou"", 
              ""age"" =&gt; 20,
              ""websites"" =&gt; array(""dubayou.com"",""willwharton.com"",""codecream.com""),
              ""and_one"" =&gt; ""more"");
</code></pre>

<p>and to save or update the <em>db record</em> for that user.</p>

<pre><code>$dir = ""../userdata/"";  //make sure to put it bellow what the server can reach.
file_put_contents($dir.$user['name'],serialize($user));
</code></pre>

<p>and to load the <em>record</em> for the user</p>

<pre><code>function &amp;get_user($name){
    return unserialize(file_get_contents(""../userdata/"".$name));
}
</code></pre>

<p>but again this implementation will vary on the application and nature of the database you need.</p>
",146637,967315,,2012-10-14T12:26:34.197,2012-10-14T12:26:34.197,,,,0,,
155,2,,2008-08-01T17:47:54.727,8,,"<p>I used to have lots of Explorer crashes (on 32-bit) caused by Tortoise. They seem to have gone away since I used the Include/Exclude path settings in the ""Icon Overlays"" configuration of TSVN. Constraining icon overlays to specific directories where I keep my source made this much more stable.</p>
",9,,,,2008-08-01T17:47:54.727,,,,0,,
158,2,,2008-08-01T17:51:55.407,29,,"<p>Use your httpd log files. Install <a href=""http://awstats.sourceforge.net/"" rel=""noreferrer"">http://awstats.sourceforge.net/</a></p>
",70,,user212218,2012-05-07T01:43:59.980,2012-05-07T01:43:59.980,,,,0,,
159,2,,2008-08-01T17:52:46.293,34,,"<p>Strictly speaking, a memory leak is consuming memory that is ""no longer used"" by the program.</p>

<p>""No longer used"" has more than one meaning, it could mean ""no more reference to it"", that is, totally unrecoverable, or it could mean, referenced, recoverable, unused but the program keeps the references anyway. Only the later applies to .Net for <strong>perfectly managed objects</strong>. However, not all classes are perfect and at some point an underlying unmanaged implementation could leak resources permanently for that process.</p>

<p>In all cases, the application consumes more memory than strictly needed. The sides effects, depending on the ammount leaked, could go from none, to slowdown caused by excessive collection, to a series of memory exceptions and finally a fatal error followed by forced process termination.</p>

<p>You know an application has a memory problem when monitoring shows that more and more memory is allocated to your process <strong>after each garbage collection cycle</strong>. In such case, you are either keeping too much in memory, or some underlying unmanaged implementation is leaking.</p>

<p>For most leaks, resources are recovered when the process is terminated, however some resources are not always recovered in some precise cases, GDI cursor handles are notorious for that. Of course, if you have an interprocess communication mechanism, memory allocated in the other process would not be freed until that process frees it or terminates.</p>
",42,,,,2008-08-01T17:52:46.293,,,,0,,
160,2,,2008-08-01T17:54:08.163,60,,"<p>The best way that I have found is the <a href=""http://www.mysql.com/products/tools/migration-toolkit/"" rel=""noreferrer"">MySQL Migration Toolkit</a> provided by MySQL.  I have used it successfully for some large migration projects.</p>
",17,,,,2008-08-01T17:54:08.163,,,,4,,
161,2,,2008-08-01T17:57:14.117,19,,"<p>I would define memory leaks as an object not freeing up all the memory allocated after it has completed. I have found this can happen in your application if you are using Windows API and COM (i.e. unmanaged code that has a bug in it or is not being managed correctly), in the framework and in third party components. I have also found not tiding up after using certain objects like pens can cause the issue.</p>

<p>I personally have suffered Out of Memory Exceptions which can be caused but are not exclusive to memory leaks in dot net applications. (OOM can also come from pinning see <a href=""https://blogs.msdn.com/yunjin/archive/2004/01/27/63642.aspx"" rel=""noreferrer"">Pinning Artical</a>). If you are not getting OOM errors or need to confirm if it is a memory leak causing it then the only way is to profile your application.</p>

<p>I would also try and ensure the following:</p>

<p>a) Everything that implements Idisposable is disposed either using a finally block or the using statement these include brushes, pens etc.(some people argue to set everything to nothing in addition) </p>

<p>b)Anything that has a close method is closed again using finally or the using statement (although I have found using does not always close depending if you declared the object outside the using statement)</p>

<p>c)If you are using unmanaged code/windows API's that these are dealt with correctly after. (some have clean up methods to release resources)</p>

<p>Hope this helps.</p>
",33,,,,2008-08-01T17:57:14.117,,,,0,,
163,1,170,2008-08-01T18:00:13.830,89,7908,"<p>Stack Overflow has a subversion version number at the bottom:</p>

<blockquote>
  <p>svn revision: 679</p>
</blockquote>

<p>I want to use such automatic versioning with my <code>.NET Web Site/Application</code>, Windows Forms, WPD projects/solutions.</p>

<p>How do I implement this?</p>
",83,3787519,ChanChan,2015-12-29T06:27:21.560,2015-12-29T06:29:47.283,How do I sync the SVN revision number with my ASP.NET web site?,<.net><asp.net><svn><versioning>,7,3,16,
164,1,699,2008-08-01T18:02:22.797,57,169626,"<p>We are using <a href=""http://en.wikipedia.org/wiki/Windows_Media_Video"" rel=""noreferrer"">WMV</a> videos on an internal site, and we are embedding them into web sites. This works quite well on Internet Explorer, but not on Firefox. I've found ways to make it work in Firefox, but then it stops working in Internet Explorer.</p>

<p>We do not want to use Silverlight just yet, especially since we cannot be sure that all clients will be running Windows XP with Windows Media Player installed. </p>

<p>Is there some sort of Universal Code that embeds WMP into both Internet Explorer and Firefox, or do we need to implement some user-agent-detection and deliver different HTML for different browsers?</p>
",91,1836618,Adam Mitz,2017-08-21T08:55:48.403,2017-08-21T08:55:48.403,Embedding Windows Media Player for all browsers,<windows><embed><media>,9,1,12,
165,2,,2008-08-01T18:04:25.023,9,,"<p>You can use a <a href=""http://sharpdevelop.net/OpenSource/SharpZipLib/"" rel=""noreferrer"">3rd-party library such as SharpZip</a> as Tom pointed out.</p>

<p>Another way (without going 3rd-party) is to use the Windows Shell API. You'll need to set a reference to the Microsoft Shell Controls and Automation COM library in your C# project. Gerald Gibson has an example at:</p>

<p><s><a href=""http://geraldgibson.net/dnn/Home/CZipFileCompression/tabid/148/Default.aspx"" rel=""noreferrer"">http://geraldgibson.net/dnn/Home/CZipFileCompression/tabid/148/Default.aspx</a></s> </p>

<p><a href=""http://web.archive.org/web/20130724085455/http://geraldgibson.net/dnn/Home/CZipFileCompression/tabid/148/Default.aspx"" rel=""noreferrer"">Internet Archive's copy of the dead page</a></p>
",,1324,,2016-01-20T15:31:50.297,2016-01-20T15:31:50.297,,,,0,,
166,2,,2008-08-01T18:08:16.590,25,,"<p>You can do it by adding the following anywhere in your code </p>

<pre><code>$Id:$
</code></pre>

<p>So for example @Jeff did:</p>

<pre><code>&lt;div id=""svnrevision""&gt;svn revision: $Id:$&lt;/div&gt;
</code></pre>

<p>and when checked in the server replaced $Id:$ with the current revision number.  I also <a href=""http://www.compuphase.com/svnrev.htm"" rel=""nofollow noreferrer"">found this reference</a>.</p>

<p>There is also <strong>$Date:$</strong>, <strong>$Rev:$</strong>, <strong>$Revision:$</strong></p>
",17,3787519,,2015-12-29T06:29:47.283,2015-12-29T06:29:47.283,,,,7,,
167,2,,2008-08-01T18:08:53.080,7,,"<p>You could use conditional comments to get IE and Firefox to do different things</p>

<pre><code>&lt;![if !IE]&gt;
&lt;p&gt; Firefox only code&lt;/p&gt;
&lt;![endif]&gt;

&lt;!--[if IE]&gt;
&lt;p&gt;Internet Explorer only code&lt;/p&gt;
&lt;![endif]--&gt;
</code></pre>

<p>The browsers themselves will ignore code that isn't meant for them to read.</p>
",30,30,Grant,2008-08-01T18:14:56.093,2008-08-01T18:14:56.093,,,,0,,
169,2,,2008-08-01T18:23:59.040,42,,"<p>Personally, I feel like it's important to remain consistent.  If you have getters and setters, use them.  The only time I would access a field directly is when the accessor has a lot of overhead.  It may feel like you're bloating your code unnecessarily, but it can certainly save a whole lot of headache in the future.  The classic example:</p>

<p>Later on, you may desire to change the way that field works.  Maybe it should be calculated on-the-fly or maybe you would like to use a different type for the backing store.  If you are accessing properties directly, a change like that can break an awful lot of code in one swell foop.</p>
",93,,,,2008-08-01T18:23:59.040,,,,0,,
170,2,,2008-08-01T18:24:30.550,31,,"<p>Looks like Jeff is using <a href=""http://confluence.public.thoughtworks.org/display/CCNET/What+is+CruiseControl.NET"" rel=""noreferrer"">CruiseControl.NET</a> based on some leafing through the podcast transcripts.  This seems to have automated deployment capabilities from source control to production. Might this be where the insertion is happening?</p>
",59,3787519,,2015-12-29T06:27:45.697,2015-12-29T06:27:45.697,,,,2,,
173,1,516,2008-08-01T18:33:08.333,298,88198,"<p>I want to get my databases under version control.  Does anyone have any advice or recommended articles to get me started?</p>

<p>I'll always want to have at least <em>some</em> data in there (as <a href=""https://stackoverflow.com/users/80/alumb"">alumb</a> mentions: user types and administrators).  I'll also often want a large collection of generated test data for performance measurements.</p>
",83,1836618,user5857081,2017-08-21T08:55:26.907,2019-01-28T10:47:56.573,Versioning SQL Server database,<sql-server><database><svn><version-control>,29,1,199,
174,1,,2008-08-01T18:33:48.287,71,13966,"<p>I want to print HTML from a C# web service.  The web browser control is overkill, and does not function well in a service environment, nor does it function well on a system with very tight security constraints.  Is there any sort of free <code>.NET</code> library that will support the printing of a basic HTML page?  Here is the code I have so far, which does not run properly.</p>

<pre><code>public void PrintThing(string document)
{
    if (Thread.CurrentThread.GetApartmentState() != ApartmentState.STA)
    {
        Thread thread =
            new Thread((ThreadStart) delegate { PrintDocument(document); });
        thread.SetApartmentState(ApartmentState.STA);
        thread.Start();
    }
    else
    {
        PrintDocument(document);
    }
}

protected void PrintDocument(string document)
{
    WebBrowser browser = new WebBrowser();
    browser.DocumentText = document;
    while (browser.ReadyState != WebBrowserReadyState.Complete)
    {
        Application.DoEvents();
    }
    browser.Print();
}
</code></pre>

<p>This works fine when called from UI-type threads, but nothing happens when called from a service-type thread.  Changing <code>Print()</code> to <code>ShowPrintPreviewDialog()</code> yields the following IE script error:</p>

<blockquote>
  <p><strong>Error:</strong> <code>dialogArguments.___IE_PrintType</code> is null or not an object. </p>
  
  <p>URL: <code>res://ieframe.dll/preview.dlg</code></p>
</blockquote>

<p>And a small empty print preview dialog appears.</p>
",96,4551041,Chris Marasti-Georg,2018-12-13T17:30:17.253,2018-12-13T17:30:17.253,How do I print an HTML document from a web service?,<c#><html><web-services><printing>,6,2,7,
175,1,,2008-08-01T18:36:14.070,46,6729,"<p>I want to be able to display a normal YouTube video with overlaid annotations, consisting of coloured rectangles for each frame. The only requirement is that this should be done programmatically. </p>

<p>YouTube has annotations now, but require you to use their front end to create them by hand. I want to be able to generate them. What's the best way of doing this?</p>

<p>Some ideas:</p>

<blockquote>
  <ol>
  <li>Build your own Flash player (ew?)</li>
  <li>Somehow draw over the YouTube Flash player. Will this work?</li>
  <li>Reverse engineer &amp; hijack YouTube's annotation system. Either messing with the local files or redirecting its attempt to download
  the annotations. (using Greasemonkey? Firefox plugin?)</li>
  </ol>
</blockquote>

<p>Idea that doesn't count: </p>

<blockquote>
  <p>download the video</p>
</blockquote>
",2089740,1836618,,2017-08-21T08:54:47.013,2017-10-19T20:52:49.387,Annotating YouTube videos programmatically,<youtube><reverse-engineering>,3,0,2,
