id,reputation,creationdate,displayname,lastaccessdate,websiteurl,location,aboutme,views,upvotes,downvotes,profileimageurl,accountid
103,2794,2008-08-01T22:31:22.487,svec,2019-03-03T01:55:19.767,https://chrissvec.com,"Raleigh, NC, USA","<p>I'm an embedded software engineer and all around nice guy.</p>

<p>I make robots. I used to make chips.</p>

<p><a href=""https://chrissvec.com"" rel=""nofollow noreferrer"">https://chrissvec.com</a></p>

<p><a href=""http://www.linkedin.com/in/christophersvec"" rel=""nofollow noreferrer""><a href=""http://www.linkedin.com/in/christophersvec"" rel=""nofollow noreferrer"">http://www.linkedin.com/in/christophersvec</a></a></p>
",480,198,8,,85
104,1600,2008-08-01T23:16:18.903,Ted Dziuba,2010-09-10T21:27:22.020,http://www.teddziuba.com/,California,We gonna kick some nerd ass up in here.,2325,9,4,,86
105,1964,2008-08-01T23:29:32.760,Ryan Eastabrook,2019-03-01T18:36:16.263,http://www.mantratechnology.com,United States,A software developer.,386,102,5,,87
106,13344,2008-08-02T00:12:12.737,EndangeredMassa,2019-01-22T21:45:15.073,http://massalabs.com/,"Chicago, IL",,2479,761,110,,88
107,506,2008-08-02T00:14:14.153,Wilson,2019-02-23T09:37:05.410,http://www.netwhatever.com/,"Sydney, Australia","<p>General-purpose tech guy</p>

<p>Twitter: @wafonso</p>
",89,8,1,,89
108,3491,2008-08-02T00:19:35.607,Greg,2019-03-03T04:01:30.543,http://gregcurt.is,"Menlo Park, CA, USA",,323,326,5,,90
109,10920,2008-08-02T00:20:47.820,Kalid,2015-10-10T21:32:52.273,http://betterexplained.com,"Seattle, WA","<p>I'm always up for new programming tricks.</p>
",479,136,3,,91
111,2042,2008-08-02T03:35:55.553,saalon,2018-10-17T20:52:56.923,http://www.saalonmuyo.com,"Pittsburgh, PA","<p>Writer, Filmmaker, Programmer.</p>

<p>Or something like that.</p>
",364,663,3,,92
112,22105,2008-08-02T05:39:11.330,Jesse Beder,2019-03-03T00:32:00.510,http://bederstudios.com,"Chicago, IL, United States","<p>Googler, mathematician.<br><br>
Check out Optia, a puzzle game for iOS, or yaml-cpp, a YAML parser/emitter library in C++.</p>
",2062,1183,175,,93
113,1503,2008-08-02T05:39:54.150,tlrobinson,2019-03-01T18:58:44.243,http://tlrobinson.net,"San Francisco, CA",,308,172,55,,94
114,873,2008-08-02T05:40:36.787,Craig Smitham,2019-03-03T00:05:23.527,http://craigsmitham.com,,,211,53,4,,95
115,42881,2008-08-02T05:44:40.553,UnkwnTech,2018-12-31T23:36:51.203,http://arronchapman.com,"Oregon, United States","<p>The desire to attempt the impossible is a key trait of most great programmers.</p>

<p>arron@arronchapman.com</p>
",4055,2978,482,,96
116,173508,2008-08-02T05:51:57.153,Mark Harrison,2019-03-03T00:45:39.443,http://markharrison.net,"Piedmont, CA","<p>I'm currently a Software Engineer at Google where I work on machine learning planning systems.</p>

<p>From 2001-2015 I worked at Pixar, where I was in charge of the Data Management Group. I had a 50 year charter to store and catalog all data and metadata related to the Studio's feature films.</p>

<p>Prior to that I lived in China and was the Chief Software Architect at AsiaInfo, the company that built China's internet.  While there my software was used to grow the China Internet from 200K to 65M users.  Since I've left that's grown to about 350M users.</p>

<p>I studied computer science and worked in Texas for many years.  I also wrote a couple of computer books.</p>

<p>feel free to drop me a line if you've got any feedback on stuff I've posted here!</p>

<p>marhar@gmail.com</p>
",18446,2518,38,https://i.stack.imgur.com/f6flX.jpg?s=128&g=1,97
117,24007,2008-08-02T05:54:20.440,Peter Coulton,2019-02-26T14:36:34.473,http://www.petercoulton.com/,"Middlesbrough, United Kingdom",,956,874,28,,98
118,14478,2008-08-02T06:12:32.960,Brian Willis,2019-02-17T22:00:57.387,http://brianwillis.com,"Wellington, New Zealand","<p>I live over at brianwillis.com</p>

<p>Come say hi.</p>
",633,2203,14,https://i.stack.imgur.com/LVNuH.png,99
119,169,2008-08-02T06:16:23.953,Jesse Ezell,2014-05-19T08:08:35.100,http://www.iserviceoriented.com,,test,115,1,0,,100
120,970,2008-08-02T06:23:02.970,hitec,2019-02-25T19:49:26.243,,"Mumbai, India","<p>System.StackOverflowException</p>
",279,139,0,,101
121,11730,2008-08-02T07:34:46.760,ricree,2015-01-20T13:17:16.547,,,,468,396,25,,102
122,32921,2008-08-02T07:56:07.917,Mike Stone,2019-02-26T15:00:44.793,http://reasonnumber.com/,"Sunnyvale, CA","<p>I am a programmer by hobby and by profession.  At work, I (currently) mostly work with Java and web technologies, but I enjoy playing with other languages as well.  Ruby is my favorite language to use, and so I try to work with it whenever I find the opportunity (and it makes sense).</p>

<p>My operating system of choice is Linux (specifically Ubuntu), and my editor of choice is Emacs (I was converted by a combination of my current coworkers and articles from Steve Yegge).</p>
",2820,515,51,,103
123,30271,2008-08-02T08:01:26.953,prakash,2019-02-26T15:11:57.230,http://www.praka.sh,"Stockholm, Sweden","<p>Dad, Dreamer, Developer</p>
",3443,419,40,https://i.stack.imgur.com/Tn2xB.jpg?s=128&g=1,104
124,3606,2008-08-02T08:24:47.517,Daniel Broekman,2017-04-18T20:55:38.137,,"Seattle, WA",,196,6,1,,105
131,2884,2008-08-02T08:58:50.910,Marcel,2016-12-09T06:26:10.660,,"Melbourne, Australia",,935,470,20,https://www.gravatar.com/avatar/66ae294daa3fc8e9ed6d1f088186d6ee?s=128&d=identicon&r=PG&f=1,106
133,10896,2008-08-02T09:06:05.827,Luke Girvin,2019-03-02T17:59:58.577,http://twitter.com/lgirvin,"Norwich, United Kingdom","<p>Web developer (C#, JavaScript, SQL Server, Oracle), Emacs user, and Norwich City fan.</p>
",1860,3792,454,https://i.stack.imgur.com/LNtwN.png?s=128&g=1,107
134,496,2008-08-02T09:12:56.250,Stephen Hendry,2008-09-25T15:12:35.140,http://stephenhendry.net,"London, United Kingdom",To be filled in at some point,80,5,0,,108
135,2480,2008-08-02T10:11:35.663,Rob Burke,2018-07-16T22:15:19.553,http://rob.ie/,"Dublin, Ireland","<p>Navision / C# developer with all the appropriate SQL-fu that goes with the aforementioned.
<br /><br />
Dabble in Python, Ruby, and Linux system administration.
<br /><br />
I also administer Exchange 2007, Active Directory, Blackberry, and various Windows servers.
<br /><br />
I'm a rugby player and fan and spend far too much time going to the movies.</p>
",471,95,7,,109
136,28513,2008-08-02T10:21:53.847,Michiel de Mare,2019-03-01T21:54:48.803,,"Amsterdam, Netherlands","<p>I've been programming since I was twelve years old - Basic, Pascal, C, C++, Java, Ruby. I've done a lot of Java, and since 2006 I'm working mostly with Ruby, and sometimes a bit of Clojure.</p>
",2097,551,98,,110
137,16695,2008-08-02T10:46:12.550,Polsonby,2019-02-28T17:08:03.757,,"England, United Kingdom",,960,384,46,,111
139,2438,2008-08-02T11:34:21.253,bentsai,2019-03-01T19:04:35.343,http://bentsai.wordpress.com,"Pittsburgh, PA","<p>I enjoy pizza.</p>
",174,417,5,,112
140,445,2008-08-02T11:49:27.073,Rufo Sanchez,2018-01-04T15:53:08.847,http://rufosanchez.com/,"Rochester, NY","Ruby/Rails/Javascript-oriented programmer located in Rochester, NY.",179,73,7,,113
142,22790,2008-08-02T12:41:43.627,Lehane,2016-06-11T20:10:35.320,http://becomeaprogrammerin21years.blogspot.com/,Ireland,Software programmer,793,106,3,,114
143,7035,2008-08-02T12:45:43.887,Robert Höglund,2016-10-30T11:19:55.807,http://blog.roberthoglund.com/,"Uppsala, Sweden","<p>dotnet programmer by day, cocoa novice by night</p>
",890,269,3,,115
144,4513,2008-08-02T14:22:14.800,Issac Kelly,2019-03-03T04:41:43.580,http://www.issackelly.com,"Palo Alto, CA","<p>Developer, Python/Django primarily.</p>
",462,123,9,,116
145,12538,2008-08-02T14:40:17.600,akdom,2018-11-01T21:11:20.103,http://blog.echoet.com/,"New York, NY","<p>I've done System Administration for a small non-profit for the last few years while going to school full time.  This entailed building a half-decent knowledge of Linux and Mac OSX system administration and learning PHP and Bash as well as some Perl and Python.  I'm currently working on a couple side projects (yet to be disclosed), and a Bachelors in Computer Science.</p>
",1469,577,7,,117
146,4360,2008-08-02T14:49:20.517,Sam Schutte,2019-01-15T17:38:49.337,https://unstoppablesoftware.com,"Cincinnati, OH","<p>President of <a href=""https://www.unstoppablesoftware.com"" rel=""nofollow noreferrer"">Unstoppable Software, Inc.</a>, a custom software development shop that focuses on building solutions for healthcare, engineering, and industrial companies.  Our ability to ""bolt on"" to your team to deliver solutions on-time and on-budget set us apart from a the herd of staff aug consultants that it's your problem to manage.  Reach out to us at 513-382-8499 if you'd like to learn more about how we engage for incredible ROI, or read the case studies below to learn just how great that ROI can be:</p>

<p><a href=""https://unstoppablesoftware.com/portfolio-posts/inspection-fines-management-system/"" rel=""nofollow noreferrer"">Inspection Fines Management System</a>: <strong>4000% ROI over two years</strong>
<br></p>

<p><a href=""https://unstoppablesoftware.com/portfolio-posts/patient-diag-treatment-mgmt-system/"" rel=""nofollow noreferrer"">Automated Patient Diagnostics System/EMR</a>: <strong>50%+ productivity and $200,000 annual audit risk reduction</strong></p>

<p><a href=""https://unstoppablesoftware.com/portfolio-posts/3d-web-based-cad-system/"" rel=""nofollow noreferrer"">Sales Enablement Through Automated CAD Design</a>: <strong>1,000% ROI through lead time reduction from 2 weeks to 5 minutes</strong></p>

<p>If you're not ready to engage for a full project, check out some of our micro-engagements which can deliver incredible value in a very short time:</p>

<p><a href=""https://unstoppablesoftware.com/services/micro"" rel=""nofollow noreferrer"">Micro Engagements</a>
<br><br>
sschutte@unstoppablesoftware.com</p>
",598,605,14,https://i.stack.imgur.com/9n0Df.jpg?s=128&g=1,118
147,14547,2008-08-02T14:57:08.083,Gareth Simpson,2018-12-17T19:11:52.377,http://xurble.org/,"Burbank, CA","Just zis guy, you know?",646,284,24,,119
148,11010,2008-08-02T15:01:32.393,Adrian Clark,2019-03-03T03:49:19.123,,"Brisbane, Australia","<p>I'm a Microsoft .Net Developer and work in both the Windows and Web Application spaces.  I really enjoy writing code, solving problems and helping people with technology.</p>
",647,325,26,,120
149,12288,2008-08-02T15:03:56.477,Rob Allen,2019-02-17T21:01:29.030,http://careers.stackoverflow.com/roballen,"Boston, MA","<p>Manager of Software Development, Boston, MA </p>

<p>See also, <a href=""http://twitter.com/robspages"" rel=""nofollow"">Twitter</a>, <a href=""http://www.linkedin.com/pub/rob-allen/1/687/aa8"" rel=""nofollow"">LinkedIn</a> </p>
",1657,945,28,,121
150,6358,2008-08-02T16:09:34.817,ESV,2019-02-15T17:26:22.047,, , ,352,1058,13,https://www.gravatar.com/avatar/01e9568182da0c71804cf1aa521e358b?s=256&d=identicon&r=PG,122
151,2168,2008-08-02T16:20:32.437,Darren Greaves,2019-03-02T10:55:54.123,http://boncey.org,"London, United Kingdom","<p>Freelance software developer living in the UK.</p>

<ul>
<li><a href=""http://boncey.org/"" rel=""nofollow"">http://boncey.org/</a></li>
<li><a href=""http://twitter.com/boncey"" rel=""nofollow"">http://twitter.com/boncey</a></li>
<li><a href=""https://github.com/boncey"" rel=""nofollow"">https://github.com/boncey</a></li>
</ul>
",407,616,0,,123
152,3735,2008-08-02T17:25:04.990,Jonesinator,2019-02-11T03:27:17.830,http://jonesinator.com,"Littleton, CO, United States",,168,48,11,https://i.stack.imgur.com/oXFHS.jpg?s=128&g=1,124
153,1723,2008-08-02T17:26:08.623,jaredg,2013-08-15T23:25:10.143,,California,,346,61,0,,125
154,5090,2008-08-02T17:32:17.973,Matt,2019-02-09T19:12:33.010,,Canada,"<p><i>Interests include:</i> bicycle maintenance, distributed systems, and tools development.</p>

<p><i>Languages of interest:</i> C, Java, Python.</p>
",305,41,63,,126
155,866,2008-08-02T17:33:51.103,garg,2015-10-06T15:54:58.643,,,,216,344,3,,127
156,13816,2008-08-02T17:36:27.823,Joe Shaw,2019-02-13T18:27:54.587,https://joeshaw.org,"Columbus, OH","<p>I am a distributed systems engineer at <a href=""https://fastly.com"" rel=""nofollow noreferrer"">Fastly</a>, a real-time, global content delivery network.</p>

<p>Over the years I've worked on <a href=""https://joeshaw.org/about"" rel=""nofollow noreferrer"">many different things</a>, including Linux software management, hardware integration in the Linux desktop, desktop search, cluster and service management, a largely JavaScript operating system, embedded firmware, web services, and CDN infrastructure.</p>

<p>I've contributed a lot to open source over the years, especially the GNOME project.</p>

<p>These days I mostly program in Go, with some Python and C and JavaScript sprinkled in.  In the past I've done C# as well.</p>
",1167,970,51,,128
157,40408,2008-08-02T17:42:25.970,nlucaroni,2017-02-08T20:30:05.247,http://stackoverflow.com/users/157/,"New Rochelle, NY","<p><b>Home:</b> Functional Programming (OCaml), Scientific Computing, Statistics, <br/>
<b>Work:</b> Functional Programming (Scala), Java, REST µServices, <br/></p>
",2043,1490,588,,129
159,1144,2008-08-02T18:20:52.883,Holtorf,2019-02-27T22:56:50.690,,"New York, United States","<p>I here to kick butt and code software. </p>

<p>I'm all out of butt.</p>
",218,1115,17,,130
160,371,2008-08-02T18:35:58.640,Louis Salin,2017-11-09T21:53:44.227,http://louissalin.lostechies.com,"Austin, TX",I'm just trying to get better at what I do,122,79,1,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,131
161,2951,2008-08-02T18:49:07.723,Federico Builes,2019-02-27T16:05:46.437,http://mheroin.com,"Amsterdam, Netherlands","<p>More icy-beams por favor.</p>
",549,269,8,,132
162,2054,2008-08-02T20:09:15.177,Paul G,2019-02-27T13:08:29.273,http://None,"Murfreesboro, TN","<p>Sr App Dev Mgr for a content distributor</p>

<h1>SOreadytohelp</h1>
",539,1786,3,,133
163,5974,2008-08-02T20:40:09.590,thelsdj,2018-11-20T02:53:06.610,http://blog.thelsdj.org/,"Vallejo, CA","C# business logic programmer by day, electronic music and science fiction fan by night",420,301,22,,134
164,12811,2008-08-02T20:59:47.133,John Siracusa,2019-02-05T14:44:54.230,http://hypercritical.co,"Newton, MA","<p>Web developer, podcaster, freelance technology writer.</p>
",4755,212,24,,135
166,1440,2008-08-02T21:28:38.603,Ryan Olson,2019-03-01T19:21:38.453,http://gimpysoft.com,"Los Angeles, California United States","<p>Perl and Bikes and Food</p>

<p>Twitter: @gimpson</p>
",273,475,14,https://i.stack.imgur.com/bolro.jpg,136
168,1198,2008-08-02T21:53:24.467,Dan Wolchonok,2019-02-03T22:07:23.230,http://dwolchon.com,,,288,48,2,,137
169,5415,2008-08-02T22:51:03.507,Arnold Zokas,2019-03-01T16:56:36.107,http://www.opentable.co.uk/,"London, United Kingdom","<p>Developer at OpenTable</p>
",647,1977,18,,138
170,2762,2008-08-02T23:13:02.997,UberAlex,2019-02-27T18:30:00.210,http://www.oconnoat.com,"Dublin, Ireland","<p>Computer Science Researcher in Ireland.
Mainly Java &amp; Python. 
Interests in Semantics, Databases, Social Networks, Customer Support and Adaptivity.</p>
",235,148,7,,139
171,3144,2008-08-02T23:47:08.527,dagorym,2019-02-28T18:54:58.197,http://www.thomasstephens.info,"Spanish Fork, UT","<p>Self-taught programmer, Astronomy Ph.D. formerly a contractor for NASA as a developer on the NASA Fermi Gamma-ray Space Telescope.  Now the Physics, Astronomy, Math, and Computer Science librarian at BYU.</p>
",307,359,2,,140
172,866,2008-08-02T23:55:05.610,Bruce the Hoon,2018-09-26T00:59:01.293,,"Las Vegas, NV",,186,21,1,,141
173,639,2008-08-03T01:04:00.900,Justin Walgran,2014-04-13T17:24:05.923,http://walgran.com/justin,"Lewisburg, PA",Professional .NET programmer and part time rock god. ,111,49,18,https://www.gravatar.com/avatar/c3a9af4bea6a400c0d5d44cbc14ff27c?s=128&d=identicon&r=PG,142
175,2311,2008-08-03T01:39:56.100,engtech,2013-04-29T15:52:56.193,http://engtech.wordpress.com,"Ottawa, Canada","<p>I play a cat on the internet.</p>

<p>Formerly found at:</p>

<ul>
<li><a href=""http://engtech.wordpress.com"" rel=""nofollow"">Internet Duct Tape</a></li>
<li><a href=""http://twitter.com/engtech"" rel=""nofollow"">twitter</a></li>
<li><a href=""http://userscripts.org/users/11513"" rel=""nofollow"">userscripts</a></li>
</ul>

<p>I make the hardware that puts the tubes in the internet.</p>

<p>If you're reading this, you've sent bits through something I worked on. Isn't that cool?</p>
",108,43,12,,143
177,1408,2008-08-03T02:15:39.960,Fred,2018-03-22T21:41:49.940,http://none,"Hanford, CA","I'm a programmer with a computer science background.  I got very good at C and C++ in college with one coding internship using Visual C++, MFC, and Direct Sound.   I got familiar with J++ by doing my algorithms class in it, I've done some Sun Java as well.  Most of my coding has been in VB to automate MS Access however.  I'm currently teaching myself C# by creating a utility I hope to sell online.",152,502,1,,144
178,630,2008-08-03T02:21:57.857,steve_mtl,2018-12-20T15:51:29.813,http://stevenmcgurn.wordpress.com,"Montreal, Canada","Software developer, Scrum Master. Made my bones in Java, and more recently developed in c#.  ",165,44,3,,145
179,1006,2008-08-03T02:38:27.013,Isaac Moses,2019-02-28T16:15:35.377,http://IsaacEMoses.info,"Silver Spring, MD","<p>I founded <a href=""http://meta.judaism.stackexchange.com/questions/1/where-did-all-these-posts-come-from"">mi.yodeya</a>.
<br>
I'm also a public transit technologist.
<br>
Major Jewish communal credentials:<br>
Mashgiach Emeritus, MIT Hillel Kosher Kitchens;<br>
Gabbai Emeritus, MIT Orthodox Minyan.</p>

<p>Keep these XKCD messages handy at all times:</p>

<ul>
<li>For communication: <a href=""http://xkcd.com/169"" rel=""nofollow noreferrer"">169</a>, <a href=""https://xkcd.com/1984"" rel=""nofollow noreferrer"">1984</a></li>
<li>For professionalism: <a href=""http://xkcd.com/277"" rel=""nofollow noreferrer"">277</a></li>
<li>For self-preservation: <a href=""http://xkcd.com/386"" rel=""nofollow noreferrer"">386</a></li>
<li>For civility: <a href=""http://xkcd.com/438/"" rel=""nofollow noreferrer"">438</a></li>
<li>For teaching: <a href=""http://xkcd.com/1053"" rel=""nofollow noreferrer"">1053</a></li>
</ul>

<p>Contact me off-line at lo_yodeya@ (my personal domain, listed under ""Website"" in this profile).</p>
",403,198,12,https://www.gravatar.com/avatar/d7b6ce3e99416ded77610cbbf2997885?s=256&d=identicon&r=PG,146
181,2032,2008-08-03T03:43:40.233,Bill,2019-01-10T04:02:09.440,http://wdr1.com/blog/,"Los Angeles, CA","<p>(your <em>about me</em> is currently blank)</p>
",318,195,22,,147
183,1782,2008-08-03T05:09:40.827,Eric Davis,2014-10-17T20:18:04.787,http://theadmin.org,Oregon,"<p>Team leader of <a href=""https://www.chiliproject.org"" rel=""nofollow"">ChiliProject</a>, previous core contributor to <a href=""http://www.redmine.org"" rel=""nofollow"">Redmine</a>, developer of over <a href=""https://github.com/edavis10"" rel=""nofollow"">100 Open Source Redmine/ChiliProject plugins</a>.</p>
",565,34,1,,148
184,29045,2008-08-03T05:34:19.013,Niyaz,2019-03-01T04:53:29.903,,"Seattle, WA, United States","<p>I hang out <a href=""http://news.ycombinator.com/user?id=niyazpk"" rel=""nofollow noreferrer"">here</a>.</p>
",3404,652,25,,149
186,1546,2008-08-03T06:30:23.550,Swinders,2019-02-11T12:58:22.280,http://swinders.co.uk,United Kingdom,"<p>Work as Systems Analyst for a company in Portsmouth, United Kingdom. Program mostly using LabVIEW with some Visual Studio and use MS SQL for database. Seem to be doing lots of serial communication code to barcode readers, balances, Andon devices, MFCs (Mass Flow Controllers) and Environmental chambers lately.</p>

<p>Playing with Raspberry Pi and Arduino in my spare(?) time.</p>

<p>Say hi on twitter <a href=""http://twitter.com/swinders"" rel=""nofollow"">@swinders</a>.</p>

<p>Find out more on <a href=""http://about.me/swinders"" rel=""nofollow"">about.me</a> or view my <a href=""https://profiles.google.com/steve.swindley"" rel=""nofollow"">Google</a> or <a href=""http://www.linkedin.com/in/stephenswindley"" rel=""nofollow"">LinkedIn</a> Profiles</p>

<h1>SOreadytohelp</h1>
",456,431,5,,150
188,27464,2008-08-03T08:34:56.543,Matthew Schinckel,2019-03-01T04:53:55.007,http://schinckel.net,"Adelaide, Australia","<p>Developer.</p>
",1864,1197,113,,151
189,10118,2008-08-03T09:23:42.793,Seb,2019-02-28T16:38:20.127,http://www.lyst.com,"London, United Kingdom","<p>Super web developer.</p>
",697,63,3,,152
190,970,2008-08-03T09:47:03.607,robaker,2019-03-01T15:14:33.793,http://www.google.co.uk,"Telford, United Kingdom",for the badge,94,64,54,,153
191,8445,2008-08-03T09:55:26.223,Ramesh Soni,2019-02-27T11:26:44.970,http://www.dailycoding.com,India,"I am fun loving guy and a techie working as a engineer in a software development firm. My hobbies and interests are all around my profession. These includes programming, computer games, technology, internet..",1415,294,61,,154
192,28752,2008-08-03T10:15:38.557,tags2k,2019-02-28T10:37:14.560,,"Harrogate, England, United Kingdom","<p>Scottish C# ASP.NET developer currently living and working in Yorkshire, UK.</p>
",716,102,9,,155
193,6266,2008-08-03T10:44:38.247,Ronnie,2019-02-23T16:30:59.440,http://www.twitter.com/ronniebarker,United Kingdom,"<p>Agile Evangelist - C#.Net since 2006, programming since the mid-eighties!</p>
",385,71,28,,156
194,17455,2008-08-03T10:56:49.987,Adam Haile,2018-10-07T14:24:59.297,http://adamhaile.net,United States,,2321,219,18,,157
195,1143,2008-08-03T11:02:15.077,gil,2018-01-27T17:50:08.797,,Illinois,,161,80,7,,158
196,383,2008-08-03T11:27:05.040,Spencer,2019-03-02T23:11:30.017,,United States,,138,136,6,,159
197,7426,2008-08-03T11:32:35.700,Daan,2019-03-02T10:09:03.177,http://stuq.nl,Netherlands,"<p>Crafting web applications in a variety of languages.</p>
",392,561,10,,160
198,11037,2008-08-03T12:18:28.293,dlinsin,2019-02-27T12:34:16.690,http://dlinsin.github.com,"Kerpen, Germany","<p>Freund und Papa • Kaffee-Liebhaber &amp; Katzen-Zähmer • Hockey Fan • Software Entwickler</p>
",1268,744,57,,161
199,11324,2008-08-03T12:26:21.943,Brendan,2019-03-01T09:50:19.710,http://brendan.sdf-eu.org/,"Bristol, United Kingdom","<p>Was a physicist, now a freelance technologist and UX designer</p>

<p>Most at home with C#, XAML, Javascript and Python with experience in lots of other languages and technologies.</p>
",1088,728,0,,162
200,11305,2008-08-03T12:55:49.887,John Downey,2019-03-01T15:24:40.767,http://jtdowney.com,United States,"<p>Developer and Product Security Lead @ <a href=""http://www.braintreepayments.com/"" rel=""nofollow"">Braintree</a></p>
",757,196,16,,163
202,6959,2008-08-03T13:02:31.823,Christian Hagelid,2019-03-01T05:00:17.763,,"Melbourne, Australia","<p>while(isCoding)
    {
        DrinkCoffee();
        WearHeadphones();
    }</p>
",612,1815,12,,165
203,10199,2008-08-03T13:26:47.500,Ben Mills,2019-02-28T02:45:16.927,http://www.millssoftware.com,Vermont,"<p>Software programmer living in Vermont.</p>
",640,691,25,,166
204,7806,2008-08-03T13:27:56.623,dragonmantank,2018-11-03T01:01:29.810,http://ctankersley.com,United States,"<p>Love to program in PHP, starting to look into Python and C# as well.</p>
",533,56,3,,167
205,4031,2008-08-03T13:31:27.647,Mike Powell,2019-02-14T15:19:41.430,,United States,"<p>.NET developer and Director of IT for a medium-sized nonprofit organization.  Also serving as self-titled Director of IT, network admin, and handyman for <a href=""http://www.preddycreekvet.com"" rel=""nofollow"">my wife's small business</a>. I also have a sporadically-used <a href=""http://twitter.com/#!/mowog74"" rel=""nofollow"">twitter account</a>.</p>
",445,197,10,,168
206,3292,2008-08-03T13:35:14.050,Chris Miller,2019-03-01T14:51:42.797,http://www.rajapet.com,"Albany, NY","<p>I am a <a href=""http://mvp.microsoft.com/en-us/mvp/Chris%20Miller-5000200"" rel=""nofollow"">Microsoft MVP for Visual C#</a>, a Xamarin Certified Mobile Developer for iOS and Android, and the leader of the <a href=""http://tvug.net"" rel=""nofollow"">Tech Valley .NET User Group</a>.</p>

<p>I have been developing on various platforms for way too long to detail, but I currently work and write about C# programming using Microsoft and Xamarin tools.</p>
",620,243,6,,169
207,19600,2008-08-03T13:51:13.817,James Sulak,2018-06-28T17:58:38.263,http://www.jamessulak.com,"Houston, TX","<p>I'm a software developer in Houston, Texas. Find me at my <a href=""http://www.wordsinboxes.com"" rel=""nofollow"">blog</a> or on <a href=""http://www.twitter.com/jsulak"" rel=""nofollow"">Twitter</a>, or check out different <a href=""http://www.jamessulak.com"" rel=""nofollow"">projects I've done</a>.<p><a href=""http://twitter.com/jsulak"" rel=""nofollow"">@jsulak</a></p><p><a href=""http://facebook.com/james.sulak"" rel=""nofollow"">facebook</a></p></p>
",1067,689,24,,170
208,29753,2008-08-03T13:52:08.760,brad,2019-03-02T13:25:55.343,http://braddunbar.net,"Lexington, South Carolina",,1335,695,10,,171
209,10510,2008-08-03T13:54:19.503,CVertex,2019-02-26T04:22:03.477,http://au.linkedin.com/in/vijaysanthanam,Australia,"<p>""There's a risk I'll OD on imagination like my friend Chauncey"" - Wonder Showzen.</p>
",1424,1858,54,,172
210,25720,2008-08-03T14:46:59.273,rfunduk,2019-02-27T15:19:52.287,https://ryanfunduk.com,"Waterloo, Canada","<p>I eat code for breakfast, lunch, and dinner. These days I'm mostly working with React, Node, and Ruby and Rails.</p>

<p>Co-founder of <a href=""https://coursecraft.net"" rel=""nofollow noreferrer"">CourseCraft</a> and <a href=""https://bugrocket.com"" rel=""nofollow noreferrer"">Bugrocket</a>.</p>
",1365,507,551,,173
211,2194,2008-08-03T14:56:28.707,jhornnes,2013-09-19T06:06:16.590,http://www.hornnes.org,"Hendersonville, NC",not much to say,104,0,1,,174
212,3413,2008-08-03T14:59:56.407,Mike Polen,2019-02-26T19:46:33.410,http://about.me/mwpolen,"Richmond, VA","<p>Christian, dynamic systems engineer, developer, classic liberal, reader, teacher, father and husband</p>
",1114,456,4,,175
214,10703,2008-08-03T15:12:30.920,ICR,2019-03-01T18:42:45.730,http://www.morethannothing.co.uk,United Kingdom,I am a second year Computer Science who has been programming for 8 years in a variety of languages spanning from BASIC to C#.,618,656,21,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,176
216,7689,2008-08-03T15:21:52.727,Joey deVilla,2018-12-17T17:48:27.423,http://globalnerdy.com/,"Tampa, Florida","<p>Accordion-playing tech evangelist, developer, and tech community leader seeking new opportunities.</p>
",327,29,0,https://i.stack.imgur.com/4v31P.jpg?s=128&g=1,177
217,493,2008-08-03T15:59:20.483,Jonathan Rauch,2019-02-24T10:16:29.470,http://twitter.com/JonathanRauch,"Tel Aviv, Israel","<p>Software developer. Mostly C#. And as much Ruby as I can find the time for</p>
",80,645,3,,178
219,15068,2008-08-03T16:25:07.687,Rudd Zwolinski,2019-03-01T19:00:04.653,http://www.ruddzw.com,"Fairfield, CT, United States",,648,1169,16,https://i.stack.imgur.com/YdULj.png,179
223,8582,2008-08-03T16:58:07.103,David Pokluda,2017-09-15T04:49:41.223,http://blog.pokluda.com,"Redmond, WA","<p>Test driven developer using mostly Microsoft technologies.</p>
",618,59,9,,181
224,7002,2008-08-03T17:17:37.627,vzczc,2019-02-26T12:30:05.217,http://www.vzcz.com,Norway,Developer in Oslo,829,466,4,,182
225,22069,2008-08-03T17:19:42.117,brendan,2019-02-26T21:55:43.263,http://devspade.com,"Boston, MA","<p>Developer - mostly .Net these days but I've dabbled in a tons of other stuff.
<br /><br />
Currently working for <a href=""http://litmusapp.com"" rel=""nofollow"">Litmus</a>.</p>
",1334,926,32,,183
227,11293,2008-08-03T17:53:19.473,Ishmaeel,2019-03-02T17:28:43.243,,"Istanbul, Turkey","<p>I prefer to keep an air of mystery about me.</p>
",703,2068,62,,184
229,855,2008-08-03T18:25:54.463,Brian Jorgensen,2010-06-15T15:42:05.580,http://code.google.com/p/sympy/,United States,"Straight-up coding 24/7, dawg.",90,22,1,,185
230,15746,2008-08-03T19:32:46.793,Dan,2019-01-09T11:21:45.190,,"London, United Kingdom",,1440,725,183,,186
231,6635,2008-08-03T19:35:19.220,FryHard,2019-02-28T09:29:21.837,http://www.fryhard.com,South Africa,"<p>Software developer working in the Microsoft world.</p>
",317,277,8,,187
