'Id', 'PostId', 'Score', 'Text', 'CreationDate', 'UserId'
'349', '49802', '0', "Oh yeah, duh!  I fail at children's literature again", '2008-09-08T15:02:48.937', '2975'
'350', '49822', '0', 'did you hava a look at 37signals products like backpack or basecamp? while the "big" editions are useful for collaboration of geographically distant teams, the free editions should have enough features for your use case...', '2008-09-08T15:05:02.690', '2992'
'351', '49802', '0', "I wouldn't worry. My two toddlers make sure I'm far too familiar with the finer points of all-things Charlie and Lola.", '2008-09-08T15:08:31.683', '4309'
'353', '49665', '0', "http://code.google.com/tos.html doesn't seem to mention open source, but there may be something that does when you create a project. Or I might have missed it in my quick reading.", '2008-09-08T15:10:54.500', '1612'
'354', '49885', '1', 'LINQ does not supersede ADO. It just abstracts it.', '2008-09-08T15:13:29.643', '1965'
'360', '49949', '0', "and as long as there is cheap hardware requiring cheap thirdparty drivers, don't expect 64bit kernels happening any time soon :-)", '2008-09-08T15:33:23.200', '5083'
'361', '49949', '0', "64-bit Windows requires 64-bit drivers, and the kernel runs in 64-bit mode. You cannot run 32-bit drivers on 64-bit Windows. The example above is OS X, which doesn't have a separate 32- vs. 64-bit version (just the ability to run 64-bit apps on x64 w/ a 32-bit kernel).", '2008-09-08T15:35:42.570', '1554'
'363', '23353', '0', 'No, i will not pardon the pun as it was more clever and subtle than pun.  80)', '2008-09-08T15:39:54.883', '730'
'369', '49896', '0', "Maybe I misunderstood something, but why can't you just use scp directly? With stored keys you don't have to enter any passwords either.", '2008-09-08T15:46:05.697', '1709'
'370', '49975', '2', 'That\'s invalid CSS: \'0\' does not have a unit. Should just be "border-width: 0;".', '2008-09-08T15:48:19.823', '5058'
'372', '50001', '1', 'This seems to be dependant on loading a regular Dll not a .net assembly.', '2008-09-08T15:55:06.237', '567'
'373', '49973', '0', "I'm pretty sure there's an easier way that doesn't require dasBlog source.  I'll keep it in mind, though, in case I'm wrong.", '2008-09-08T15:56:35.560', '3381'
'375', '49109', '0', "Sorry, but that doesn't work in ActionScript", '2008-09-08T16:03:08.963', '1815'
'376', '49981', '0', 'attention: Your <img> tag is not correct. Either you have to use " to quote the border attribute value (because XML requires that), or you have to remove the / before the ending > (because SGML/HTML doesn\'t allow that)', '2008-09-08T16:07:44.677', '5083'
'377', '50058', '1', 'I am not having any real assembly loading problems. I am trying to understand the search/load order from an academic perspective.', '2008-09-08T16:12:45.587', '3619'
'378', '50058', '0', "And you're right about '%path%'... I had mistaken this from some work with p/invoke calls (I used '%path%' to simplify the 'DllImportAttribute' use).", '2008-09-08T16:14:26.797', '3619'
'381', '50061', '0', "The decision not to upgrade is because of lack of (programmer) resources.  It works, and only needs minimal support so we don't want to touch it at this point.", '2008-09-08T16:27:53.317', '770'
'390', '50130', '0', 'Wow really, just out of curiosity what products have you seen this with. Often i have had licenses transferred from my name to a company name and have yet to pay any transfer fee.', '2008-09-08T16:52:18.347', '5119'
'393', '50140', '0', 'The cases are locations so location 1-200+ \n\n** I did not write the code :D **', '2008-09-08T16:57:04.887', '3208'
'394', '46940', '1', "I can understand the argument that the user of Animal should only know about Leg objects, but I'm less convinced that this should be hidden from the users of the Dog class.", '2008-09-08T17:01:25.670', '327'
'400', '50128', '0', "That worked. \n\nThanks, your the man. I just couldn't find where to get current device from.", '2008-09-08T17:10:58.987', '3415'
'401', '48684', '12', "Wow! Thanks. Didn't realize that jQuery abstracted that so well. You rock! I would think it would still have the difference between (this) and (event.target) -- being object you bound the event to vs. the object that received the event.", '2008-09-08T17:12:55.143', '4489'
'405', '45316', '0', 'See my answer for more details, but for my simple case this was the easiest approach.', '2008-09-08T17:15:49.677', '363'
'406', '50203', '0', 'Marshall - one of the requirements was a distributed source control. Does Tortoise support one of the SVN-based DVCSeS?', '2008-09-08T17:16:30.033', '572'
'408', '50185', '0', 'I had no trouble with cross-platform ASMX services--XML does quite nicely there. I understand that WCF = remoting + ASMX + MSMQ + WSE. My beef is that MS should use a little "progressive enhancement" to make WCF more easily approachable and my question is how!\nThanks, rp', '2008-09-08T17:17:26.523', '2536'
'410', '50059', '0', 'Mainstream support for the framework (1.1) ends at the same time', '2008-09-08T17:26:44.457', '4544'
'411', '50140', '0', 'CASE "216"\n\n    AGE = "21"\n    LOGO = ""\n \n    NAME = "ABC"\n    ADDRESS = ""\n    PHONE = ""\n\n   CASE "217"\n\n    AGE = "22"\n    LOGO = ""\n \n    NAME = "XYZ"\n    ADDRESS = "1 Best Way"', '2008-09-08T17:27:11.867', '3208'
'413', '50059', '2', 'Differences between mainstream vs extended support are explained here: http://support.microsoft.com/gp/lifepolicy', '2008-09-08T17:31:17.223', '4544'
'418', '50218', '1', 'This is a great answer (I\'ve up-voted it) but can you explain the "grep -P \'\\t.*so\'" command? According to man, this interprets the pattern as a perl regexp, but my version of grep doesn\'t support it (man indicates this is a general issue). What bit of the regexp is perl-specific?', '2008-09-08T17:36:10.563', '5058'
'423', '50267', '0', 'It is the first link return by google search for *java closure example*', '2008-09-08T17:45:25.377', '4279'
'429', '50180', '0', "WCF: Just like I'm encouraged to use .NET 3.5 :) Sadly, not an option\nRemoting seems like the way to go.", '2008-09-08T17:48:23.170', '5190'
'430', '50203', '0', "Well, the OP asks for distributed VC, then suggests that they didn't choose Subversion because it was hard - not because it didn't fit their requirement.  So it would seem that an 'easy' subversion would eliminate the only concern the OP has with it. -Adam", '2008-09-08T17:50:44.977', '2915'
'436', '50281', '0', 'By "abstract class" you mean aonymous inner class?', '2008-09-08T18:03:07.490', '4725'
'444', '50265', '1', 'Agreed, just for convenient map/filter implementations it would be worth it. Not to mention most uses of anonymous inner classes. Readability and code size counts.', '2008-09-08T18:20:30.473', '1996'
'449', '46391', '0', 'display: inline-block worked fine in Firefox but in IE makes width to be 100%', '2008-09-08T18:27:11.877', '4264'
'451', '50352', '0', 'Nice find, im going to use that one :)', '2008-09-08T18:29:48.720', '5119'
'453', '50352', '0', 'Glad i could help', '2008-09-08T18:30:48.717', '2257'
'463', '50401', '0', 'Would it be harmful to delete this sxs directory?', '2008-09-08T18:47:33.403', '572'
'464', '38543', '0', 'Hi, Chris.  Audio Queue Services do indeed present a nice, clean API.  I ended up going with portaudio with this project for Tiger compatibility, but have been gazing enviously at AQRecord.', '2008-09-08T18:48:49.923', '3462'
'465', '45257', '0', 'No, but I most definitely will one day. :)  \nMaybe a project structure template or something.', '2008-09-08T18:50:39.560', '960'
'467', '4228', '2', "build in tfs, not so good, even if you use it, I recommend running cruise control in tandem so that you can actually be independent of your source control. (i.e. tfs 2005, won't build vs 2008 solutions)", '2008-09-08T18:51:04.427', '1220'
'468', '50323', '0', "I agree about the bookmarking and back button, but it's not my choice :(", '2008-09-08T18:51:18.560', '3757'
'469', '50401', '0', "I've been told by others that its harmful, and haven't tried it personally. This seems to be the reason that many more advanced devs are VMing their development machines so that its a clean single purpose install with almost no updates. While maintaining their other apps on a dirtier/slower install", '2008-09-08T18:55:47.050', '1220'
'470', '47721', '1', "Our application presents data from a lot of different back in systems. It brings that data into one place. Our CRUD type stuff was mostly in the admin part of the site. We're using the yui javascript framework for layout and ajax stuff. It's a pretty large application though about 38,000 LOC.", '2008-09-08T18:56:25.660', '1310'
'471', '50401', '1', "I'm personally getting used to running my dev machine vm on one monitor and the host OS on the other monitor and being able to have it feel as if its really 1 install on 2 monitors, working nicely for me.", '2008-09-08T18:57:01.323', '1220'
'472', '50435', '1', "I'm not convinced that I like the idea of buttons disappearing. Unless another (disabled button) took their place. It might get confusing to the end user... no?", '2008-09-08T19:06:10.317', '4798'
'473', '50329', '0', 'This looks like a much more powerful way to do deployment, but how can I configure it to ignore my _ReSharper files?', '2008-09-08T19:06:11.550', '635'
'474', '50435', '0', "I agree with Rob, I don't like buttons dissapearing", '2008-09-08T19:08:16.957', '1782'
'475', '50273', '0', 'If you have a Windows server around with Server 2003 or higher, SharePoint (Services? I can never remember) is a good no cost solution. It provides simple versioning and basic work-flow.', '2008-09-08T19:08:29.813', '2535'
'476', '50154', '0', "This is almost what I want. However, I'd like to be able to do this even if I am not using integers. I'd like to use reference objects, but they do not behave properly as keys in dictionaries.", '2008-09-08T19:09:16.253', '810'
'478', '50398', '0', "If its Server Based, what is the platform? I have no idea how well things like COM interop work with Mono, so that's another factor to consider.", '2008-09-08T19:10:51.693', '1965'
'479', '50439', '0', 'Thanks... I was missing the manual postback reference needed by that technique', '2008-09-08T19:14:00.983', '1782'
'483', '50454', '0', 'Argh.  You beat me ;)', '2008-09-08T19:23:29.697', '3043'
'484', '4694', '0', 'The same link Jeff provided will download Consolas on OS X, and it works fine for me at home.', '2008-09-08T19:26:23.077', '672'
'486', '22715', '0', 'Am I missing something?  Don\'t the conditions "(column >= 0 && column < 26)" and "(column > 25)" overlap?  Is the "else if" test a typo?', '2008-09-08T19:30:45.623', '2820'
'491', '47716', '0', 'I guess by "these temporary operations" you mean the use of escape analysis to allocate "heap" objects on the stack where provable correct. Although escape analysis is present in HotSpot (useful for removing some synchronisation), I don\'t believe it, is at the time of writing, u', '2008-09-08T19:48:08.983', '4725'
'494', '50512', '1', "Using a different port worked for me.  (3000 = good, 4242 = no good)  Which is good, because unbinding really wasn't an option.  The event log messages were very cryptic and not helpful at all.  Hex codes and such.", '2008-09-08T19:54:10.030', '767'
'495', '49130', '0', 'There is also a GCC note for this at http://gcc.gnu.org/wiki/x87note\n\nDue to this wonderful behaviour, comparing floating point computations is also inherently broken, unless using pre-computed values.', '2008-09-08T19:57:12.660', '5066'
'505', '48675', '0', 'Thanks Boris. Made some edits to make it more clear.', '2008-09-08T20:17:42.050', '4337'
'506', '50530', '0', "Agree! No self-respecting C compiler will ever do this. SILENTLY OVERFLOW BABY! And we wouldn't have it any other way. This is what's great about C, after all.", '2008-09-08T20:19:39.830', 'user2189331'
'507', '50403', '0', "Well, I totally agree...I'm a big fan of both SubSonic and NHibernate, but in this case I think the Client is going to pretty much always push back.", '2008-09-08T20:23:01.770', '4541'
'508', '50561', '1', 'Please modify your title and post to indicate that you mean Java.  A tag should not be the only place critical information pertaining to the question is placed.', '2008-09-08T20:24:52.530', '2915'
'511', '47010', '1', 'hahaha nice play on words :)', '2008-09-08T20:33:47.970', '580'
'514', '50594', '0', 'A fair bit of overhead, actually: ArrayList() will box the floats, which will be slow and memory intensive...', '2008-09-08T20:39:14.367', '3546'
'515', '49758', '4', 'This is basically how the undo engine in Cocoa, NSUndoManager, works.', '2008-09-08T20:39:28.783', '4468'
'518', '50618', '0', 'You might want to specify a programming language.  Behavior will vary depending on the language.', '2008-09-08T20:44:39.097', '1219'
'523', '50618', '0', 'To decide the best answer I think you need to clarify if the try/catch blocks are indeed empty or not. As stated in one of the answers, the semantics is the same if the try/catch blocks are empty, otherwise different answers address the semantic differences.', '2008-09-08T20:55:32.473', '4984'
'528', '50638', '0', "I've always loved the daily wtf article that you linked - especially one of the comments that suggests we need a magicFairyFinally that's guaranteed to execute, even with no power!", '2008-09-08T21:00:46.813', '3'
'533', '50684', '0', "I'm also curious about the answer to this; is there any reason ssh tunneling is insufficient?", '2008-09-08T21:07:13.023', '327'
'534', '50693', '0', 'That still requires certificates...', '2008-09-08T21:08:25.250', '2424'
'535', '50423', '0', 'Well, what has really changed about whois in the last 5 years.  I would venture to guess "not much".  I still think you are re-inventing the wheel.  \n\nMy ideal answer is: use what is working for you now unless you perceive a real problem with it.', '2008-09-08T21:09:33.327', '92'
'538', '50628', '0', "Wouldn't consider this the actual answer - more a statement of fact ...", '2008-09-08T21:11:27.160', '4396'
'539', '50679', '0', "Mocks isolate.  You don't want a test to fail on the object you are testing, if the problems is in the dependency.", '2008-09-08T21:12:50.327', '580'
'540', '50703', '0', 'We considered this but to maintain strong typing of the functions it has to happen at a much lower level.', '2008-09-08T21:16:06.153', '2191'
'541', '50628', '0', 'Seconded! I would say this is not "the answer"..', '2008-09-08T21:16:48.553', '832'
'548', '50618', '0', 'I agree with previous comments, you need to clarify on actual language and seriously review the answers given. The upmodded answers are either incorrect or incomplete.', '2008-09-08T21:21:19.430', '832'
'562', '50710', '0', "I will add automatic splitting of files at a later date. A database for this situation is a bit heavy handed and I'd like logs to be able to stand alone also.", '2008-09-08T21:45:02.337', '483'
'563', '50657', '0', "Nice, but I'm fairly certain that it has the same pitfalls as other flash solutions. If not, then please let me know.", '2008-09-08T21:46:50.743', '106'
'565', '50769', '0', 'just a FYI, I was testing something with this question as a "limbo" (non-openid user) so, no answers will be accepted, since I can\'t log in as openidr again...', '2008-09-08T21:50:21.077', '3446'
'566', '50628', '1', "You're right.  It is a good reply but I guess it does not directly answer the stated question.  Maybe that means I should have asked a better question :)", '2008-09-08T21:52:42.070', '5278'
'567', '46330', '0', 'we had to do the exact same thing. Wrap the output stream and prevent it from committing the response until we were ready.', '2008-09-08T21:54:07.823', '1310'
'568', '50790', '1', "That doesn't solve his problem because, if he hasn't added his new files, the server is oblivious to the existence of those files.", '2008-09-08T21:55:53.297', '1597'
'569', '50797', '0', 'Can big sites take that risk right now? How many users will they loose (or rather, not gain) if they stop accepting traditional logins?', '2008-09-08T22:00:34.627', '3446'
'572', '42656', '2', "Wonderful use of LINQ with reflection - I hadn't thought to apply it to those tedious xxxInfo objects before. Thanks!", '2008-09-08T22:05:25.207', '3'
'573', '50803', '0', "That actually sounds like a good idea. I'm already getting nightmares thinking how to get that mechanism work with AJAX, but i'll fight through that because i'm not happy with my current Response.Write(hardcoded html) approach, as a separate error.aspx has other advantanges.", '2008-09-08T22:13:26.577', '91'
'574', '50812', '0', 'Good to know, so one fix would be to blow up the response to at least 513 bytes which should be doable.', '2008-09-08T22:14:18.930', '91'
'575', '50665', '0', 'please define a language, as that is impled in your answer but not stated.', '2008-09-08T22:22:16.163', '292'
'576', '50747', '0', 'Thanks! My solution: I created an >512 Byte Error.aspx, but by Global.asax will set the StatusCode to 400 and then do a Server.Transfer instead of Response.Redirect. Works well with AJAX and Internet Explorer.', '2008-09-08T22:27:03.127', '91'
'577', '50826', '0', 'If you are already using TortoiseSVN, you can use TortoiseProc (commando line tool) instead of svn.\n\nhttp://tortoisesvn.net/docs/release/TortoiseSVN_en/tsvn-automation.html', '2008-09-08T22:27:07.463', '2846'
'578', '47895', '0', 'In math formulas like\n\ne^pi + 1 = 0', '2008-09-08T22:32:31.087', '2543'
'582', '50517', '0', "Perfect.  Thanks.\n\nI started down that road, but tried using override instead of virtual methods for GetScript*, which didn't work.  So, I thought it wasn't possible to implement both together.", '2008-09-08T22:35:44.777', '60'
'585', '27089', '1', 'Note that -maxdepth and -mindepth are not portable.\n\nGNU find has those options and could be installed if needed, however.', '2008-09-08T22:47:09.600', '1438'
'586', '18843', '1', "I've been bit by that in the past. But I should point out that on a modern Solaris box, -print is on by default. In fact, I can't seem to find a find that doesn't work that way any more.", '2008-09-08T22:49:33.260', '1438'
'591', '50628', '0', "Everyone here is right. I guess I was going for brevity. I've noticed that the early answers get all the upvotes. ;-)", '2008-09-08T22:55:07.677', '2527'
'592', '50462', '0', "I can't seem to get this to work. The color index is coming out to 55 when there are 6 cells with the color.", '2008-09-08T22:57:27.033', '453046'
'595', '50505', '0', 'Ahhh... execfile is tricky.  See my other post about using the inspect module.', '2008-09-08T23:03:22.337', '825'
'605', '11857', '1', 'FogBugz is free for 2 users.', '2008-09-08T23:13:13.890', '245'
'607', '50794', '0', 'Can you give an example of what you mean by "recognise a path from the command line arguments"? Might be worth starting a new question as everyone has answered the first part.', '2008-09-08T23:33:45.430', '3408'
'610', '50273', '0', 'SharePoint Services looks like a free download it appears - not sure of the limitations though.\nhttp://technet.microsoft.com/en-us/library/bb400746.aspx', '2008-09-08T23:36:38.857', '149'
'613', '50937', '0', "it should be ^example\\.com$ instead. In any case I'm under the impression that chris wants a generic solution, not one for a single domain.", '2008-09-08T23:40:22.170', '5190'
'620', '24271', '2', 'I just gave you an upvote that threw you above 2000 points - hopefully it will stick. :P', '2008-09-08T23:52:38.397', '1790'
'621', '49928', '153', 'The implication of this, is that union is much less performant as it must scan the result for duplicates', '2008-09-08T23:55:57.267', '3839'
'622', '50980', '3', 'If I then issue a svn update on the trunk directory will it pull down all the other folders, or just update the ones that have already been retrieved?', '2008-09-08T23:58:32.580', '3631'
'623', '50978', '0', 'You posted this while I was typing an almost identical suggestion :)', '2008-09-09T00:02:55.253', '1000'
'633', '35368', '0', 'Oh I do---if I have to. But Cygwin X Windows is so much nicer.\n\nAnd Cygwin still works just as it always has. The problem is with Vista.', '2008-09-09T00:51:19.520', '1438'
'636', '51029', '0', "Note that this solution doesn't preserve sign. Also,\ndelta_ms = abs(t1_ms - t2_ms) is a little easier to understand and saves at least a subtraction.", '2008-09-09T01:19:55.177', '1199'
'637', '51069', '0', "I don't have forfiles on my XP (sp3) machine - where'd that come from?", '2008-09-09T01:19:59.607', '369'
'650', '48514', '0', 'The second case you mentioned is what I\'m talking about: "an application that synchs with 10g database when online, but when offline uses a local store." I edited the question with this clarification.', '2008-09-09T02:07:22.100', '217'
'652', '51121', '2', 'DbDataReader is an abstract class', '2008-09-09T02:18:41.853', '1196'
'653', '51120', '1', "This is what I've tried, but it seems that the condition is always true at least once, but then if try to extract a value from the reader it throws an error.", '2008-09-09T02:20:36.763', '4541'
'654', '51107', '0', 'Sorry - edited my question to clarify what I am after. Cheers', '2008-09-09T02:22:28.460', '1075'
'656', '51118', '0', "I would agree you really aren't losing anything by not using MSSQL.  .NET is larger than just MSSQL.\n\nYou still have all the AJAX features and controls with ASP.NET.", '2008-09-09T02:26:21.243', '2469'
'658', '49598', '0', 'Excellent point, Lars. I read that as "Windows". Oops. Still, it may be useful information for someone, sometime...', '2008-09-09T03:09:16.023', '1199'
'660', '51156', '0', 'I ran through the li:last-child selector earlier; however I cannot use it as it does not work in IE.\n\nIn this case I do not have control over the HTML, so I cannot tag the first and last childs accordingly.', '2008-09-09T03:21:42.310', '131'
'661', '51156', '0', "In that case I'm afraid you're not going to get this to do what you want.  You could do it with javascript if you have control over that & you want to go down that road, but it's a dark, scary road with dragons ;)", '2008-09-09T03:23:03.150', '2975'
'662', '51164', '0', "No problems, i've edited the answer :) it should be an IN", '2008-09-09T03:25:49.820', '4134'
'665', '15700', '0', "I'm still looking for an answer to this.  Any ideas?", '2008-09-09T03:47:46.833', '1886'
'666', '51188', '0', "Doc link? I can't find any specifics on this.", '2008-09-09T03:50:44.330', '1220'
'667', '51199', '0', "I know there isn't a stringBuilder, msAjax has one, and I was just pondering whether or not its useful", '2008-09-09T03:56:54.347', '1220'
'668', '48074', '0', "I don't have a specific alternative.  If I couldn't use a bitmask or right shift like @Paul-Tomblin suggested, I'd keep a counter, just like you suggested in your question.  Of course, I'm used to working with more overhead (we're running CORBA on our processors).", '2008-09-09T03:57:09.777', '4673'
'669', '48065', '0', 'I agree that vim can do it, but once you have multiple buffers open, you have to cycle through them or use the mouse to select from a menu.  In Emacs, the buffer name comes from the filename, and you can use that to select the buffer, which is much more usable.\n\nI am intrigued by mapping tab to :bn.', '2008-09-09T04:00:40.470', '4673'
'673', '48971', '2', "This was the most elegant solution since it uses built-in functionality that is abstracted very well by the Visual Basic library.  I didn't know how to create a VB ApplicationBase program, so more research was needed...I'll add more info for completeness. Thanks for all the great feedback!!", '2008-09-09T04:43:42.427', '4246'
'674', '51224', '70', 'Your co-workers are going to hate you.', '2008-09-09T05:17:04.763', '1412'
'675', '51225', '0', "You're passing parameters via GET not POST as author requested", '2008-09-09T05:18:54.197', '1196'
'677', '40718', '2', 'You should also know that RawUrl, unlike Request.Url, represents the original, unmapped request url if url mapping is being used.', '2008-09-09T05:44:23.077', '4525'
'679', '51184', '3', "What indicates this?  I'm using the TEA algorithm to encrypt the data, but it encrypts 8 bytes at a time.  Rather than including meta data inside the encrypted file to tell me how big the original data was, I'm padding the original out to an 8 byte boundary, and leaving the padding in place.", '2008-09-09T06:06:07.767', '2915'
'682', '51265', '0', "isn't that sqlserver?", '2008-09-09T06:54:21.177', '80075'
'683', '50679', '0', "I disagree. Mocks help you figure out where the problem _is_, as distinct from where is _shows_. If you know all the code that uses a particular buggy function is OK (because it's been tested with mocks), you have eliminated so many possible places the bug could be hiding.", '2008-09-09T06:55:01.267', '1157'
'686', '51327', '0', "I know there is a %PATH% variable, but it is not as integrated as in UNIX systems. For instance, the application I'm looking for is OpenOffice. Such software would not be in %PATH%, typically.", '2008-09-09T07:13:22.847', '2018'
'690', '51331', '2', 'Thanks. I guess I need to spend time honing my Google skills instead of coding.', '2008-09-09T07:16:47.440', '2018'
'691', '50110', '1', 'This is, indeed, very interesting.', '2008-09-09T07:18:29.760', '1353085'
'694', '51337', '0', 'My blog (http://dotnet.kapenilattex.com) runs on a barebones Wordpress installation and has served my purposes well.', '2008-09-09T07:21:36.197', '372'
'695', '51349', '0', "I'd like you to clarify the context of your question, e.g., what is your personal experience with regards to inefficient knowledge transfer? Maybe that can help us answer you. :)", '2008-09-09T07:29:35.990', '372'
'697', '51317', '1', 'Hey, how come you get all the votes? :)', '2008-09-09T07:31:49.667', '2975'
'700', '50679', '0', "Fine, add mocks as a DEBUGGING tool if necessary. That still doesn't justify it as a TESTING tool.", '2008-09-09T07:52:53.047', '5274'
'702', '40782', '15', 'There is never a reason to use CType(var, String) instead of CStr(var), they do exactly the same thing.', '2008-09-09T08:07:34.963', '5274'
'703', '46578', '2', 'DirectCast is faster than CStr, but you can only use it when casting a string object into a string variable. It will fail if you try to convert any other object into a string.', '2008-09-09T08:08:54.880', '5274'
'704', '36519', '0', 'if (type.IsGenericType AndAlso type.GetGenericTypeDefinition Is  GetType(Nullable))', '2008-09-09T08:12:31.020', '5274'
'705', '51317', '0', 'your answer had no link when i voted for frank', '2008-09-09T08:15:02.230', '4918'
'707', '51143', '0', 'This seems like an awful lot of work and overhead for a Web Service?!', '2008-09-09T08:17:27.607', '832'
'708', '51337', '0', "You can host the blog files on your own web server, too, so you will only use blogger's functionality.", '2008-09-09T08:18:18.713', 'malach', '4549416'
'709', '15238', '0', "Your VB code won't work. VB only supports anonymous functions in this version, you have to wait until VB10 to have anonymous subroutines.", '2008-09-09T08:21:03.183', '5274'
'712', '14785', '1', "VB has anonymous delegates, that's just another term for anonymous functions.\n\nWhat VB doesn't have is anonymous subroutines. All anonymous delegates in VB must return a value.", '2008-09-09T08:25:32.813', '5274'
'713', '14814', '1', 'Yes and no. VB has anonymous functions, but not anonymous subroutines. Since event handlers are always subroutines, VB developers miss out here.', '2008-09-09T08:27:02.920', '5274'
'714', '50747', '0', 'Just to add: Normally, a Response.Redirect would also be a viable solution. However, if you use ASP.net AJAX, you will also be redirected. Server.Transfer does allow you to stay on the current Page for AJAX-Requests and handle the error in JavaScript. See my HttpRequestValidationException question.', '2008-09-09T08:27:23.200', '91'
'716', '11663', '2', 'VB has anonymous functions, just so long as they return a value.\n\nThere is no such thing as an anonymous method. A method, by definition, is a named function that implicitly takes an object reference.', '2008-09-09T08:29:35.127', '5274'
'717', '11677', '0', "You totally forget VB's XML support.", '2008-09-09T08:31:17.183', '5274'
'719', '9001', '6', "CLS compliance doesn't care about private field names.", '2008-09-09T08:35:26.470', '5274'
'720', '50769', '0', "we will eventually be able to merge accounts if I can get to that any time soon. This will take a manual request to a moderator, but it's doable.", '2008-09-09T08:40:45.680', '1'
'721', '50907', '0', "I've met Ted, for the record, and I don't agree. The point, I think, is that your OpenID experience will be heavily colored by the quality of the provider you choose.", '2008-09-09T08:42:04.660', '1'
'723', '50967', '0', 'myopenid.com is my recommendation -- they have a great UI and deliver an excellent experience.', '2008-09-09T08:45:03.080', '1'
'724', '51322', '0', 'Excellent Ivan. This is pretty much exactly what I want.', '2008-09-09T08:49:56.093', '1915'
'727', '51394', '0', 'Windows has had JVM pre-installed since Windows 95:\nhttp://www.microsoft.com/mscorp/java/faq.mspx', '2008-09-09T08:55:38.920', '1709'
'728', '51341', '0', "Thanks for your answer, but it's not exactly what I need. I tried to improve my question above and added some more specific requirements.", '2008-09-09T08:56:02.490', '2077'
'733', '51386', '0', 'The first paragaraph is the most-heard issue here too. It\'s like people won\'t talk about the knowledge because they feel frightened by "loosing" it. This is definitly the most mind-changing thing you are faced when you try to establish knowledge transfer...', '2008-09-09T09:06:22.137', '834'
'735', '51379', '0', "Not applicable in a project based environment with flexible work hours and small teams. You won't ever meet someone who's not in your team when you're having lunch here... the kitchen isn't for rumours here. :-(", '2008-09-09T09:08:55.563', '834'
'737', '51143', '0', 'Rob, web service is not always a WSDL\\SOAP goodness. Sometimes you need to get and parse data from server yourself. One strange thing about this question is a POST method. Usually such simple services use GET.', '2008-09-09T09:11:57.587', '1196'
'745', '50968', '0', "unusable (which was the question) is not the same as reducing it's usability.  Bit of a nickpick, I'll grant.  But, an important distinction because it may be a viable solution.", '2008-09-09T09:17:07.853', '2961'
'746', '51386', '0', "My way to change the current way is to talk a lot about the wiki and the way you can just write your notes down and search for them later... I think it's true that you have to constantly remind people about the benefits.", '2008-09-09T09:18:31.423', '834'
'749', '51400', '0', 'Thanks for the link - that was just what I needed.\nThanks to everyone else for their answers as well.', '2008-09-09T09:24:09.817', '1904'
'752', '51317', '0', 'Ah, the link, always with the link', '2008-09-09T09:29:26.467', '2975'
'753', '50456', '0', 'Xinc may be another option for continuous integration. It is more PHP specific. http://sourceforge.net/projects/xinc', '2008-09-09T09:32:12.450', '2169'
'759', '51469', '3', 'As a general principle I agree, but in the real world there are many instances where Excel is a key part of a business and many business processes have been built around it. When these need to be scaled, the only option often is to run Excel as a server side component.', '2008-09-09T09:38:58.877', '3305'
'768', '51469', '0', "Don't worry, some of us UP-voted you :) I totally agree - running Excel as some kind of data-processor (server OR client side) seems insane. Excel is a (bloated) front-end user application, not something that should be used for backend processing.", '2008-09-09T09:53:42.697', '5058'
'769', '51469', '1', 'This is actually one good example of \'code-reuse\' in Joel\'s article "Why are the Microsoft Office file formats so complicated?"', '2008-09-09T09:54:53.737', '1830'
'771', '51496', '0', "I've heard about Google protocol buffers but never bother to take a look at them. Did you have any experience with that Google stuff?", '2008-09-09T10:00:23.570', '1196'
'773', '51494', '1', 'I already mentioned JASON, do you know some alternative to it ?', '2008-09-09T10:01:49.150', '1196'
'775', '51496', '0', "No practical experience. We use JSON at work but I had read the docs of Google's protocol buffers a bit and thought they might be worth it whenever JSON won't be suited enough.", '2008-09-09T10:06:24.413', '238'
'777', '51182', '1', 'But if a NullPointerException is raised with ObjectA a = getTheUser(session.getState().getAccount().getAccountNumber()); which object in the train is null?  Session, State, Account, AccountNumber or the User being returned from the original funciton?', '2008-09-09T10:09:05.467', '4396'
'779', '51501', '0', 'Wanna fix up the title a bit? :)', '2008-09-09T10:10:22.563', '960'
'782', '51499', '0', 'What do you mean by "Up and running" ?', '2008-09-09T10:17:16.383', '86'
'784', '51521', '0', "Please read my question carefully. YAML doesn't support attribute at all.", '2008-09-09T10:25:05.630', '1196'
'788', '51499', '0', 'By "Up and running", I mean to configure the critic as per my needs (I know there is Perl::Critic::Config, but being perl coder, I am trying to be very lazy :) ) and run it on my code base. I will update the question.', '2008-09-09T10:29:33.017', '4406'
'793', '51433', '0', 'Tested and this works.\n\nThanks :-)', '2008-09-09T10:47:01.897', '905'
'796', '51548', '0', 'Can you describe more about your build environment. For example, do you have UNIX command line type tools available and the build is done using Make or something similar. I could describe a script based solution to do this in that case...', '2008-09-09T10:52:28.107', '1553'
'797', '51427', '0', "There's some excellent links here, John. Thanks. I've got some reading to do.", '2008-09-09T10:52:47.843', '826'
'798', '51573', '2', "I believe the Dojo currecy formatting is based on XML data from the Unicode Common Locale Data Repository (http://unicode.org/cldr). While Dojo will do the hard work for you, if you don't want to use it you can get the raw data from there.", '2008-09-09T10:54:54.500', '5168'
'799', '51584', '0', "We're using instant messaging here a lot and it would be a no-brainer to setup a bot to receive status updates from team members.", '2008-09-09T10:55:41.330', '834'
