Id,PostHistoryTypeId,PostId,RevisionGUID,CreationDate,UserId,Text
303,5,289,d8011e26-18ab-4dd6-afe6-5706a095344a,2008-08-02T00:56:48.293,109,"I often have Dictionary of keys & values and need sort them by value. For example, I have a hash of words and their frequencies, and want to order them by frequency.

There's SortedList which is good for a single value (frequency), but I want to map it back to the word.

[SortedDictionary](http://msdn.microsoft.com/en-us/library/f7fta44c.aspx) orders by key, not value. Some resort to a [custom class](http://www.codeproject.com/KB/recipes/lookupcollection.aspx), but what's the cleanest way?"
304,5,289,f93c72f2-b6c1-4fee-bfd5-9d6d4d11ac9d,2008-08-02T01:16:20.143,109,"I often have Dictionary of keys & values and need to sort them by value. For example, I have a hash of words and their frequencies, and want to order them by frequency.

There's SortedList which is good for a single value (frequency), but I want to map it back to the word.

[SortedDictionary](http://msdn.microsoft.com/en-us/library/f7fta44c.aspx) orders by key, not value. Some resort to a [custom class](http://www.codeproject.com/KB/recipes/lookupcollection.aspx), but what's the cleanest way?"
305,5,289,1d10491d-ef72-4067-b8e7-25a5940606c5,2008-08-02T01:26:09.060,109,"I often have a Dictionary of keys & values and need to sort it by value. For example, I have a hash of words and their frequencies, and want to order them by frequency.

There's SortedList which is good for a single value (frequency), but I want to map it back to the word.

[SortedDictionary](http://msdn.microsoft.com/en-us/library/f7fta44c.aspx) orders by key, not value. Some resort to a [custom class](http://www.codeproject.com/KB/recipes/lookupcollection.aspx), but what's the cleanest way?"
309,2,304,dfe83be4-5b89-437c-82d1-f2afacdd1fc4,2008-08-02T01:38:14.077,91,"Try removing the 0x first and then Encoding.UTF8.GetString, I think that may work.

Essentially:
0x44004500

remove the 0x, and then always 2 Bytes are one Character:

44 00 = D

45 00 = E

So it's definitely a Unicode/UTF Format with 2 Bytes/Character."
310,5,304,ee0386fb-5302-4ea9-8d34-8ba4181c27fd,2008-08-02T01:41:26.800,91,"Try removing the 0x first and then Encoding.UTF8.GetString, I think that may work.

Essentially:
0x44004500

remove the 0x, and then always 2 Bytes are one Character:

44 00 = D

45 00 = E

6F 00 = o

72 00 = r

So it's definitely a Unicode/UTF Format with 2 Bytes/Character."
312,2,307,8b35dbc8-0fcc-4218-9e74-0dfa4eaf7a18,2008-08-02T01:49:46.220,49,"Oleg Shilo's C# Script solution (at codeproject) really is a great introduction to providing script abilities in your application.

A different approach would be to consider a language that is specifically built for scripting, such as IronRuby, IronPython, or Lua.

IronPython and IronRuby are both available today.

For a guide to embedding IronPython read
[How to embed IronPython script support in your existing app in 10 easy steps][1]

Lua is a scripting language commonly used in games. There is a lua compiler for .net, available from codeplex -- [http://www.codeplex.com/Nua][2]

That codebase is a great read if you want to learn about building a compiler in .net.

A different angle altogether is to try Powershell. There are numerous examples of embedding powershell into an application -- here's a thorough project on the topic: 
[Powershell Tunnel][3]


  [1]: http://blogs.msdn.com/jmstall/archive/2005/09/01/Howto_embed_ironpython.aspx ""How to embed IronPython script support in your existing app in 10 easy steps""
  [2]: http://www.codeplex.com/Nua ""Nua is Lua for .net""
  [3]: http://code.msdn.microsoft.com/PowerShellTunnel/Wiki/View.aspx?title=PowerShellTunnel%20Reference ""PowerShell Tunnel"""
316,2,310,fe2fdbaf-24e9-41c2-b457-78ebbb0c5905,2008-08-02T01:56:51.573,55,"Most database engines should support dumping your database into a file. I know MySQL does, anyway. This will just be a text file, so you could submit that to Subversion, or whatever you use. It'd be easy to run a diff on the files too."
328,1,48,68631143-ecbd-485f-bf6f-d1587b1c569e,2008-08-01T13:01:17.303,40,Multiple submit buttons on a form
329,3,48,68631143-ecbd-485f-bf6f-d1587b1c569e,2008-08-01T13:01:17.303,40,<html><forms>
330,2,48,68631143-ecbd-485f-bf6f-d1587b1c569e,2008-08-01T13:01:17.303,40,"Let's say you create a Wizard in an HTML form.  One button goes back and one goes forward.  Since the ""back"" button appears first in the markup, when you press Enter it will use that button to submit the form. 

Ex:

    <form>
       <input type=""text"" name=""field1"" /> <!-- put your cursor in this field and press Enter -->

       <input type=""submit"" name=""prev"" value=""Previous Page"" /> <!-- This is the button that will submit -->
       <input type=""submit"" name=""next"" value=""Next Page"" /> <!-- But this is the button that I WANT to submit -->
    </form>

What I would LIKE to do, is get to decide which button is used to submit the form when a user presses Enter.  That way, when you press Enter the Wizard will move to the next page, not the previous.  Do you have to use tabindex to do this?"
331,6,48,31424e8f-b3a6-4a50-b325-a771af17b1f0,2008-08-02T02:25:19.630,40,<html>
334,1,85,b318af61-cf87-485f-ab67-e0143863d43c,2008-08-01T14:19:52.510,59,Flat File Databases in PHP
335,3,85,b318af61-cf87-485f-ab67-e0143863d43c,2008-08-01T14:19:52.510,59,<php>
336,2,85,b318af61-cf87-485f-ab67-e0143863d43c,2008-08-01T14:19:52.510,59,"What are your best practices around creating flat file database structures in PHP?  A lot of the more mature PHP flat file frameworks I see out there attempt to implement SQL-like query syntax, which is over the top for my purposes in most cases (I would just use a database at that point).

Are there any elegant tricks out there to get good performance and features with the small code overhead one would want by taking on this problem in the first place?"
337,6,85,4c7b0e66-3117-4701-b11b-2e83746ca394,2008-08-02T02:37:08.373,59,<php><database>
339,1,328,093fb620-4e92-421f-9246-05591df4381e,2008-08-02T02:41:34.493,59,PHP Session Security
340,3,328,093fb620-4e92-421f-9246-05591df4381e,2008-08-02T02:41:34.493,59,<php><security>
341,2,328,093fb620-4e92-421f-9246-05591df4381e,2008-08-02T02:41:34.493,59,"What are some guidelines for maintaining responsible session security with PHP?  There's information all over the web, so it's about time it all landed in one place!"
342,2,329,9715e57b-bd5f-4f90-9443-4a68d35a5eef,2008-08-02T02:43:42.790,59,"One guideline is to call [session_regenerate_id][1] every time a session's security level changes.  This helps prevent session hijacking.

  [1]:http://www.php.net/session_regenerate_id"
343,2,331,afc5c2cd-fe47-4eef-aef9-7def0646e244,2008-08-02T02:55:07.743,58,"I think one of the major problems (which is being addressed in PHP 6) is register_globals. Right now one of the standard methods used to avoid register_globals is to use the $_REQUEST, $_GET or $_POST arrays.

The ""correct"" way to do it (as of 5.2, although it's a little buggy there, but stable as of 6, which is coming soon) is through [filters][1].

So instead of:

$username = $_POST[""username""];

you would do:

$username = filter_input(INPUT_POST, 'username', FILTER_SANITIZE_STRING);

or even just:

$username = filter_input(INPUT_POST, 'username');

  [1]: http://us.php.net/filter"
344,2,332,66565ae8-817d-49f9-9d2f-c82adcdf3417,2008-08-02T03:00:24.613,59,"I would be a bit reluctant to use nested classes here.  What if you created an abstract base class for a ""multimedia driver"" to handle the back-end stuff (workhorse), and a separate class for the front-end work?  The front-end class could take a pointer/reference to an implemented driver class (for the appropriate media type and situation) and perform the abstract operations on the workhorse structure.

My philosophy would be to go ahead and make both structures accessible to the client in a polished way, just under the assumption they would be used in tandem.

I would reference something like a [QTextDocument][1] in Qt.  You provide a direct interface to the bare metal data handling, but pass the authority along to an object like a QTextEdit to do the manipulation.

  [1]: http://doc.trolltech.com/4.4/qtextdocument.html"
346,2,335,05b43adc-f9f7-42b7-a364-ac11a670b0e1,2008-08-02T03:16:19.480,50,"also, this is pretty trivial and obvious, but be sure to [session_destroy][1] after every use.


  [1]: http://www.php.net/session_destroy"
347,5,335,9646270b-38d7-421e-8543-06a63db1fa7b,2008-08-02T03:24:12.787,50,"This is pretty trivial and obvious, but be sure to [session_destroy][1] after every use. This can be difficult to implement if the user does not log out explicitly, so a timer can be set to do this.

Here is a good [tutorial][2] on setTimer() and clearTimer().


  [1]: http://www.php.net/session_destroy
  [2]: http://www.elated.com/articles/javascript-timers-with-settimeout-and-setinterval/"
348,1,337,236db042-c4e2-49cc-b00f-72e7f6745e13,2008-08-02T03:35:55.697,111,XML Processing in Python
349,3,337,236db042-c4e2-49cc-b00f-72e7f6745e13,2008-08-02T03:35:55.697,111,<python><xml>
350,2,337,236db042-c4e2-49cc-b00f-72e7f6745e13,2008-08-02T03:35:55.697,111,"I'm about to build a piece of a project that will need to build and post an xml document to a web service, and I'd like to do it in Python as a means to expand my skills there.  Unfortunately, while I know the XML model fairly well in .Net, I'm uncertain what the pros and cons are of the XML models in Python.  

Anyone have experience doing XML processing in Python?  Where would you suggest I start.  The XML files I'll be building will be fairly simple.

Thanks,
Eric Sipple"
352,2,339,87c47614-0089-4998-b836-39979e86f1f4,2008-08-02T03:49:21.987,59,"I was glad to find [a good conversation][1] on this subject, as I hadn't really given it much thought before.

In summary, signed is a good general choice - even when you're dead sure all the numbers are positive - if you're going to do arithmetic on the variable (like in a typical for loop case).  

If you're going to do bitwise things like masks, unsigned starts to make more sense.  Or, if you're desperate to get that extra positive range by taking advantage of the sign bit.

Personally, I like signed because I don't trust myself to stay consistent and avoid mixing the two types (like the article warns against).

[1]: http://coding.derkeiler.com/Archive/C_CPP/comp.lang.c/2004-02/1382.html"
355,2,342,1b39ddf7-a3da-4156-b129-8c0fbffee170,2008-08-02T04:01:34.600,59,"Personally, I've played with several of the built-in options on an XML-heavy project and have settled on [pulldom][1] as the best choice for less complex documents.

Especially for small simple stuff, I like the event-driven theory of parsing rather than setting up a whole slew of callbacks for a relatively simple structure.  [Here is a good quick discussion of how to use the API][2].

What I like: you can handle the parsing in a `for` loop rather than using callbacks.  You also delay full parsing (the ""pull"" part) and only get additional detail when you call `expandNode()`.  This satisfies my general requirement for ""responsible"" efficiency without sacrificing ease of use and simplicity.

[1]: http://docs.python.org/lib/module-xml.dom.pulldom.html
[2]: http://www.prescod.net/python/pulldom.html"
359,2,344,b31ab0cb-5c8b-47c6-8a1b-ed679488f8fb,2008-08-02T04:18:15.517,100,"You might be able to use IronRuby for that. 

Otherwise I'd suggest you have a directory where you place precompiled assemblies. Then you could have a reference in the DB to the assembly and class, and use reflection to load the proper assemblies at runtime."
360,5,344,e0077ee5-f7c4-45a6-ab95-7020165ffb6a,2008-08-02T04:23:02.043,100,"You might be able to use IronRuby for that. 

Otherwise I'd suggest you have a directory where you place precompiled assemblies. Then you could have a reference in the DB to the assembly and class, and use reflection to load the proper assemblies at runtime.

If you really want to compile at run-time you could use the CodeDOM, then you could use reflection to load the dynamic assembly. [MSDN article which might help][1].


  [1]: http://msdn.microsoft.com/en-us/library/microsoft.csharp.csharpcodeprovider.aspx"
362,2,347,4c1f818b-033e-4974-8276-8b378b528206,2008-08-02T04:31:54.803,50,"In your example above, when 'i' will always be positive and a higher range would be beneficial, unsigned would be useful. Like if you're using 'declare' statements, such as: 

    #declare BIT1 (unsigned int 1)
    #declare BIT32 (unsigned int reallybignumber)

Especially when these values will never change.

However, if you're doing an accounting program where the people are irresponsible with their money and are constantly in the red, you will most definitely want to use 'signed'.

I do agree with saint though that a good rule of thumb is to use signed, which C actually defaults to, so you're covered."
367,2,354,292088a4-d871-4760-9415-002b58da11be,2008-08-02T05:51:57.247,116,"size_t is often a good choice for this, or size_type if you're using an STL class."
369,2,359,52e50ec3-d511-4aa7-81fe-21ab5329ce16,2008-08-02T06:16:23.967,119,"You could use any of the DLR languages, which provide a way to really easily host your own scripting platform. However, you don't have to use a scripting language for this. You could use C# and compile it with the C# code provider. As long as you load it in its own AppDomain, you can load and unload it to your heart's content."
374,2,363,033d4385-c414-4a1e-b921-d07933fd6d46,2008-08-02T07:48:56.107,117,"There's a PHP5 ""database migration framework"" called Ruckusing. I haven't used it, but the [examples][1] show the idea, if you use the language to create the database as and when needed, you only have to track source files.


  [1]: http://code.google.com/p/ruckusing/wiki/CompleteExamples"
375,2,364,4918a875-5b36-48a3-b21e-9507174bf2d2,2008-08-02T07:56:07.933,122,"I just whipped this up quick in Ruby:

    def perms(x, y, possible_characters)
      all = [""""]
      current_array = all.clone
      1.upto(y) { |iteration|
        next_array = []
        current_array.each { |string|
          possible_characters.each { |c|
            value = string + c
            next_array.insert next_array.length, value
            all.insert all.length, value
          }
        }
        current_array = next_array
      }
      all.delete_if { |string| string.length < x }
    end

You might look into language API for built in permutation type functions, and you might be able to write more optimized code, but if the numbers are all that high, I'm not sure there is much of a way around having a lot of results.

Anyways, the idea behind the code is start with string of length 0, then keep track of all the strings of length Z where Z is the current size in the iteration.  Then, go through each string and append each character onto each string.  Finally at the end, remove any that were below the x threshold and return the result.

I didn't test it with potentially meaningless input (null character list, weird values of x and y, etc)."
382,2,375,61ba8290-f930-4b3a-a8c8-bed966b81fca,2008-08-02T08:32:04.287,124,"You can tell your users to add your From address to their contacts when they complete their order, which, if they do so, will help a lot.

Otherwise, I would try to get a log from some of your users. Sometimes they have details about why it was flagged as spam in the headers of the message, which you could use to tweak the text.

Other things you can try:

  - Put your site name or address in the subject
  - Keep all links in the message pointing to your domain (and not <your domain>email.com)
  - Put an address or other contact information in the email"
389,2,384,33cc9938-870e-4e5d-8601-9a39a639060a,2008-08-02T08:58:48.430,122,"This warning is there because Java is not actually storing type information at runtime in an object that uses generics.  Thus, if 'object' is actually a List&lt;String&gt;, there will be no ClassCastException at runtime except until an item is accessed from the list that doesn't match the generic type defined in the variable.  This can cause further complications if items are added to the list with this incorrect generic type information.  Any code still holding a reference to the list but with the correct generic type information will now have an inconsistent list.  To remove the warning, try:

    List<?> list = (List<?>) object;

However, note that you will not be able to use certain methods such as add because the compiler doesn't know if you are trying to add an object of incorrect type.  The above will work in a lot of situations, but if you have to use add or some similarly restricted method, you will just have to suffer the yellow underline in Eclipse (or a SuppressWarning annotation)."
391,1,192,ef22c249-de31-4f42-8aa2-e6af321f6e63,2008-08-01T19:23:13.117,91,Floating Point Number parsing: Is there a Catch All algorithm?
392,3,192,ef22c249-de31-4f42-8aa2-e6af321f6e63,2008-08-01T19:23:13.117,91,<.net><c#><vb.net><asp.net>
393,2,192,ef22c249-de31-4f42-8aa2-e6af321f6e63,2008-08-01T19:23:13.117,91,"One of the fun parts of multi-cultural programming are numbers formats.

Americans use 10,000.50, Germans use 10.000,50, French use 10 000,50 etc.
My first approach would be: Take the string, parse it backwards, until I encounter a separator and use this as my decimal separator. The obvious flaw with that: 10.000 would be interpreted as 10.
Another approach: if the string contains 2 different non-numeric characters, use the last one as the decimal separator and discard the others. If I only have one, check if it occurs more than once and discard it if it does. It it only appears once, check if it has 3 digits after it. If yes, discard it, otherwise use it as decimal separator.

The obvious ""best solution"" would be to detect the User's culture or Browser, but that does not work if you have a Frenchman an an en-US Windows/Browser.

I just wonder: does the .net Framework contain some mythical black magic floating point parser that is better than Double.(Try)Parse() in trying to auto-detect the number format?"
394,6,192,728a8ecd-a544-4924-b075-1edc22a94484,2008-08-01T21:00:15.307,91,<.net><c#><vb.net><asp.net><globalization>
395,6,192,d8fe9f97-a796-4377-98f1-82916d6ce4cd,2008-08-02T09:08:36.570,91,<c#><.net><asp.net><vb.net><internationalization><globalization>
400,2,388,620af112-5de7-48a1-8578-6bd99a89017d,2008-08-02T09:40:54.693,118,"I'm not sure why you would want to do this in the first place. The resulting set for any moderately large values of x and y will be huge, and will grow exponentially as x and/or y get bigger. 

Lets say your set of possible characters is the 26 lowercase letters of the alphabet, and you ask your application to generate all permutations where length = 5. Assuming you don't run out of memory you'll get 11,881,376 (i.e. 26 to the power of 5) strings back. Bump that length up to 6, and you'll get 308,915,776 strings back. These numbers get painfully large, very quickly.

Here's a solution I put together in Java. You'll need to provide two runtime arguments (corresponding to x and y). Have fun.

 public class GeneratePermutations {
  public static void main(String[] args) {
   int lower = Integer.parseInt(args[0]);
   int upper = Integer.parseInt(args[1]);
   
   if (upper < lower || upper == 0 || lower == 0) {
    System.exit(0);
   }
   
   for (int length = lower; length <= upper; length++) {
    generate(length, """");
   }
  }
 
  private static void generate(int length, String partial) {
   if (length <= 0) {
    System.out.println(partial);
   } else {
    for (char c = 'a'; c <= 'z'; c++) {
     generate(length - 1, partial + c);
    }
   }
  }
 }"
402,2,391,c742b0c5-1c16-46d3-9627-0ebe098e9945,2008-08-02T09:51:00.883,134,"The [scoring][1] contains the Inverse Document Frequency(IDF). If the term ""John Smith"" is in one partition, 0, 100 times and in partition 1, once. The score for searching for John Smith would be higher search in partition 1 as the term is more scarce.

To get round this you would wither have to have your index being over all partitions, or you would need to override the IDF.

  [1]: http://hudson.zones.apache.org/hudson/job/Lucene-trunk/javadoc//org/apache/lucene/search/Similarity.html"
403,2,392,e5936687-f9fd-440b-b756-4be3c3220a9e,2008-08-02T09:52:36.870,91,"Because the score is determined on the Index if I am not completely mistaken. If you have different indexes (more/less or different data that was indexed), the score will differ:

[http://lucene.apache.org/java/docs/scoring.html][1]

(Warning: Contains Math :-))



  [1]: http://lucene.apache.org/java/docs/scoring.html"
406,2,397,1085bc10-2db0-4738-a9a6-5f3cf186b6e1,2008-08-02T10:22:41.567,135,"RDoc uses SimpleMarkup so it's fairly simple to create lists, etc. using *, - or a number. It also treats lines that are indented at the same column number as part of the same paragraph until there is an empty line which signifies a new paragraph. Do you have a few examples of comments you want RDoc'ed so we could show you how to do them and then you could extrapolate that for the rest of your comments?"
412,1,402,b32b4503-03a4-4cf6-8cf2-3776ed9d980f,2008-08-02T10:47:08.460,136,iPhone app in landscape mode
413,3,402,b32b4503-03a4-4cf6-8cf2-3776ed9d980f,2008-08-02T10:47:08.460,136,<iphone>
414,2,402,b32b4503-03a4-4cf6-8cf2-3776ed9d980f,2008-08-02T10:47:08.460,136,"What's the best way to create an iPhone application that runs in landscape mode from the start, regardless of the position of the device? Both programmatically and using the Interface Builder."
419,2,407,e36401f6-fe0b-4c7e-9f50-c9a2e777e813,2008-08-02T11:05:55.460,137,"The best way to deploy video on the web is using Flash - it's much easier to embed cleanly into a web page and will play on more or less any browser and platform combination. The only reason to use Windows Media Player is if you're streaming content and you need extraordinarily strong digital rights management, and even then providers are now starting to use Flash even for these. See BBC's iPlayer for a superb example.

I would suggest that you switch to Flash even for internal use. You never know who is going to need to access it in the future, and this will give you the best possible future compatibility."
422,2,411,19c8bf1b-50d9-43cb-8aa6-4ad7fb93cd76,2008-08-02T11:24:57.417,137,"If the fact that the first button is used by default is consistent across browsers, why not put them the right way round in the source code, then use CSS to switch their apparent positions? float them left and right to switch them around visually, for example."
434,2,430,f0d5e1b1-c580-4ad2-8e35-6f5cd02a1f7c,2008-08-02T12:28:12.517,136,"The difference between 12.345 in French and English is a factor of 1000. If you supply an expected range where max < 1000*min, you can easily guess. 

Take for example the height of a person (including babies and children) in mm.

By using a range of 200-3000, an input of 1.800 or 1,800 can unambiguously be interpreted as 1 meter and 80 centimeters, whereas an input of 912.300 or 912,300 can unambiguously be interpreted as 91 centimeters and 2.3 millimeters."
455,2,451,1fffbce0-2c40-4b37-a053-bd5008952592,2008-08-02T13:45:57.197,17,"Yahoo uses a method called Sender ID, which can be configured at [The SPF Setup Wizard][1] and entered in to your DNS.  Also one of the important ones for Exchange, Hotmail, AOL, Yahoo, and others is to have a Reverse DNS for your domain.  Those will knock out most of the issues.  However you can never prevent a person intentionally blocking your or custom rules.


  [1]: http://old.openspf.org/wizard.html?mydomain=stackoverflow.com"
472,2,467,7294d2da-47f2-4c81-8243-9e4fde7e415f,2008-08-02T14:57:13.043,144,"While you haven't said what you're storing, and you may have a great reason for doing so, often the answer is 'as a filesystem reference' and the actual data is on the filesystem somewhere.

<http://www.onlamp.com/pub/a/onlamp/2002/07/11/MySQLtips.html>"
474,2,471,a14be6f5-8078-42d3-b507-2eb85cb062ae,2008-08-02T15:21:03.587,147,"[ElementTree][1] has a nice pythony API.  I think it's even shipped as part of python 2.5

It's in pure python and as I say, pretty nice, but if you wind up needing more performance, then [lxml][2] exposes the same API and uses libxml2 under the hood.  You can theoretically just swap it in when you discover you need it.


  [1]: http://effbot.org/zone/element-index.htm
  [2]: http://codespeak.net/lxml/"
476,2,473,bf277201-3daa-4c33-8dd3-1a7516ac9bc4,2008-08-02T15:33:13.390,49,"No, what you're doing is fine. Don't let those people confuse you.

If you've written the web services with .net then the reference proxies generated by .net are going to be quite suitable. The situation you describe (where you are both producer and consumer) is the ideal situation.

If you need to connect to a web services that is *unknown* at compile time, then you would want a more dynamic approach, where you deduce the 'shape' of the web service. 

But start by using the auto generated proxy class, and don't worry about it until you hit a limitation. And when you do -- come back to stack overflow ;-)"
489,2,483,fc9f8e79-01de-4747-b7b5-731e326de71a,2008-08-02T16:10:42.817,147,"You should almost certainly not be extending the session cookie to be long lived.

Although not dealing specifically with rails [this article][1] goes to some length to explain 'remember me' best practices.

In summary though you should:

* Add an extra column to the user table to accept a large random value
* Set a long lived cookie on the client which combines the user id and the random value
* When a new session starts, check for the existence of the id/value cookie and authenticate the new user if they match.

The author also recommends invalidating the random value and resetting the cookie at every login.  Personally I don't like that as you then can't stay logged into a site on two computers.  I would tend to make sure my password changing function also reset the random value thus locking out sessions on other machines. 

As a final note, the advice he gives on making certain functions (password change/email change etc) unavailable to auto authenticated sessions is well worth following but rarely seen in the real world.

  [1]: http://fishbowl.pastiche.org/2004/01/19/persistent_login_cookie_best_practice"
499,2,497,ac02cab7-58ca-46a9-b426-40836cab377a,2008-08-02T16:56:53.893,50,"open up a terminal (Applications->Utilities->Terminal) and type this in:

    locate InsertFontHere

This will spit out every file that has the name you want.

Warning: there may be alot to wade through."
512,2,509,08add72a-b55c-40b1-84e6-1ff95fdd6e1b,2008-08-02T17:18:12.680,143,"This has to do with how data bindings are set up in the dotnet framework, especially the BindingContext. On a high level it means that if you haven't specified otherwise each form and all the controls of the form share the same BindingContext. When you are setting the DataSource property the ComboBox will use the BindingContext to get a ConcurrenyMangager that wraps the list. The ConcurrenyManager keeps track of such things as the current selected position in the list. 

When you set the DataSource of the second ComboBox it will use the same BindingContext (the forms) which will yield a reference to the same ConcurrencyManager as above used to set up the data bindings.

To get a more detailed explanation see [BindingContext][1].

  [1]: http://msdn.microsoft.com/en-us/library/system.windows.forms.bindingcontext.aspx"
517,2,516,1aa0e042-8cc1-42aa-8451-22772ba94e84,2008-08-02T17:33:54.927,150,"Martin Fowler wrote my favorite article on the subject, <http://martinfowler.com/articles/evodb.html>.  I choose not to put schema dumps in under version control as _alumb_ and others suggest because I want an easy way to upgrade my production database.

For a web application where I'll have a single production database instance, I use two techniques:

# Database Upgrade Scripts

A sequence database upgrade scripts that contain the DDL necessary to move the schema from version N to N+1.  (These go in your version control system.)  A _version_history_ table, something like

    create table VersionHistory (
        Version int primary key,
        UpgradeStart datetime not null,
        UpgradeEnd datetime
        );

gets a new entry every time an upgrade script runs which corresponds to the new version.

This ensures that it's easy to see what version of the database schema exists and that database upgrade scripts are run only once.  Again, these are **not** database dumps.  Rather, each script represents the **changes** necessary to move from one version to the next.  They're the script that you apply to your production database to ""upgrade"" it.

# Developer Sandbox Synchronization

1. A script to backup, sanitize, and shrink a production database.  Run this after each upgrade to the production DB.
2. A script to restore (and tweak, if necessary) the backup on a developer's workstation.  Each developer runs this script after each upgrade to the production DB.

_A caveat: My automated tests run against a schema-correct but empty database, so this advice will not perfectly suit your needs._"
518,2,518,e385f76a-e6e5-484a-8628-5229dcef5047,2008-08-02T17:42:28.607,153,"I haven't been able to find anything that does this directly.  I think you'll have to iterate through the various font folders on the system: /System/Library/Fonts, /Library/Fonts, and there can probably be a user-level directory as well ~/Library/Fonts."
519,2,519,3f52091c-7679-49a0-bfda-b91d63e98d8b,2008-08-02T17:50:34.987,136,"Using fcgi with Ruby is known to be very buggy. 

Practically everybody has moved to [Mongrel](http://mongrel.rubyforge.org/) for this reason, and I recommend you do the same."
525,2,525,7fa74029-422c-4b4f-92d7-268102a9b5c5,2008-08-02T18:04:10.543,154,"Since you mentioned that you'll be building ""fairly simple"" XML, the [minidom module](http://www.python.org/doc/current/lib/module-xml.dom.minidom.html) (part of the Python Standard Library) will likely suit your needs. If you have any experience with the DOM representation of XML, you should find the API quite straight forward."
529,2,529,ef77f6fd-3a3d-47e7-8ebc-51884e013c6c,2008-08-02T18:16:07.867,86,"Isn't it also a factor which order you set up the colors?

Like if you use Dillie-Os idea you need to mix the colors as much as possible. 
0 64 128 256 is from one to the next. but 0 256 64 128 in a wheel would be more ""apart""

Does this make sense?"
530,2,530,5a315acb-d8a5-4459-92f5-9f5ebb190e1a,2008-08-02T18:21:21.993,86,"Doesn't this depend on the hardware as well as number of threads and stuff?

I would make a simple test and run it with increasing amounts of threads hammering and see what seems best."
531,2,532,54dbe1c1-d849-4a3a-a5b0-29cd5d775417,2008-08-02T18:30:34.673,86,"Maven helps quite a lot with this problem when I'm coding java. We commit the pom.xml to the scs and the maven repository contains all our dependencies.
For me that seems like a nice way to do it."
534,2,538,393f8dcf-d6e9-45da-9a3e-959f003dcd71,2008-08-02T18:56:56.460,156,"One possibility is Hudson.  It's written in Java, but there's integration with Python projects:

> [http://redsolo.blogspot.com/2007/11/hudson-embraces-python.html][1]

I've never tried it myself, however.


  [1]: http://redsolo.blogspot.com/2007/11/hudson-embraces-python.html"
535,2,540,7948b2a2-ee18-4807-810d-1a06d1c189ff,2008-08-02T19:06:38.717,154,"AFAIK, there's no ready-made library to do this for you, but producing a tool capable of translating from CSV to XML should only require you to write a crude CSV parser and hook up JDOM (or your XML Java library of choice) with some glue code."
536,2,541,174f0f86-4ca2-4208-90b1-52346227c66c,2008-08-02T19:06:40.667,157,"We run [Buildbot - Trac][1] at work, I haven't used it too much since my code base isn't part of the release cycle yet. But we run the tests on different environments (OSX/Linux/Win) and it sends emails --and it's written in python.


  [1]: http://buildbot.net/trac"
538,2,521,c01d4fb7-fb0b-4996-aded-e43d2ce09a95,2008-08-02T17:54:50.687,154,"You didn't mention any specifics about your target environment or constraints, so this may not be entirely applicable... but if you're looking for a way to effectively track an evolving DB schema and aren't adverse to the idea of using Ruby, ActiveRecord's migrations are right up your alley.

Migrations programatically define database transformations using a Ruby DSL; each transformation can be applied or (usually) rolled back, allowing you to jump to a different version of your DB schema at any given point in time. The file defining these transformations can be checked into version control like any other piece of source code.

Because migrations are a part of [ActiveRecord](http://ar.rubyonrails.com/), they typically find use in full-stack Rails apps; however, you can use ActiveRecord independent of Rails with minimal effort. See: <http://rails.aizatto.com/2007/05/27/activerecord-migrations-without-rails/> for a more detailed treatment of using AR's migrations outside of Rails."
539,5,521,b72898e8-74a0-41ef-bda9-af369a6c9251,2008-08-02T19:22:50.497,154,"You didn't mention any specifics about your target environment or constraints, so this may not be entirely applicable... but if you're looking for a way to effectively track an evolving DB schema and aren't adverse to the idea of using Ruby, ActiveRecord's migrations are right up your alley.

Migrations programatically define database transformations using a Ruby DSL; each transformation can be applied or (usually) rolled back, allowing you to jump to a different version of your DB schema at any given point in time. The file defining these transformations can be checked into version control like any other piece of source code.

Because migrations are a part of [ActiveRecord](http://ar.rubyonrails.com/), they typically find use in full-stack Rails apps; however, you can use ActiveRecord independent of Rails with minimal effort. See [here](http://rails.aizatto.com/2007/05/27/activerecord-migrations-without-rails/) for a more detailed treatment of using AR's migrations outside of Rails."
547,2,537,26ecd591-98f7-48f1-bc18-a2cb64be429a,2008-08-02T18:49:30.390,156,"A few things:

You are creating (and not using) an unnecessary toplevel window, named `window`.  You can just delete these lines:

    window = gtk_window_new(GTK_WINDOW_TOPLEVEL);
    g_signal_connect(G_OBJECT(window), ""delete_event"", G_CALLBACK(delete_event), NULL);
    g_signal_connect(G_OBJECT(window), ""destroy"", G_CALLBACK(destroy), NULL);

Also, the flow doesn't seem quite right.  `gtk_main()` starts the GTK main loop, which blocks until something exits it.  `gtk_dialog_run()` also starts a main loop, but it exits as soon as one of the buttons is clicked.

I think it might be enough for you to remove the `gtk_init_add()` and `gtk_main()` calls, and simply deal with the return value.  Also the `gtk_widget_destroy()` call is also unnecessary."
